10000e	10000:a
baleine à bec de Blainville	Blainvilles näbbval
baleine à bec de Cuvier	småhuvudval
baleine à bec de Gervais	Gervais näbbval
baleine à bec de Gray	Grays näbbval
baleine à bec de Hubbs	bågnäbbval
baleine à bec de Layard	Layards näbbval
baleine à bec de Longman	Longmans näbbval
baleine à bec de Sowerby	Sowerbys näbbval
baleine à bec de Stejneger	Stejnegers näbbval
baleine à bec de True	Trues näbbval
baleine à bec d’Andrews	Andrews näbbval
baleine à bec d’Hector	Hectors näbbval
baleine à bosse	knölval
balinais	balinesiska
baliste	tryckarfisk
baliste royal	kärringfisk
balistique	ballistisk
balistique	ballistik
baliverne	dravel
balkaniser	balkanisera
ballade	ballad
balle	boll
ballet	balett
ballon	boll
ballon dirigeable	luftskepp
balun	balun
balustrade	balustrad
balustre	baluster
bambin	koltbarn
bambou	bambu
bamboula	negerdans
banal	banal
banalité	banalitet
banane	banan
banc	bänk
banc d’église	kyrkbänk
bandage	bandage
bande	band
bande de Gaza	Gazaremsan
bande dessinée	tecknad serie
bande magnétique	magnetband
banderole	banderoll
bandicoot	punggrävling
bandonéon	bandoneon
bandoura	bandura
bangladais	bangladeshisk
banjo	banjo
banlieue	förort
bannir	bannlysa
banque	bank
banque centrale	centralbank
banqueroute	bankrutt
banqueter	bankettera
banquier	bankir
banquise	ishav
baptiser	döpa
baptisie	färgväppling
baptême	dop
baptême du feu	elddop
baquet	kar
bar	bar
baraque	barack
barbare	barbar
barbe	skägg
barbe à papa	sockervadd
barbeau	blåklint
barbeau commun	flodbarb
barbeau méridional	medelhavsbarb
barbiche	pipskägg
barbier	barberare
barbiturique	barbiturater
barbu	skäggig
barbue	slätvar
barbule	fanstråle
bardeau	spån
bardot	mulåsna
barge	pråm
barge rousse	myrspov
barge à queue noire	rödspov
barguigner	tveka
barista	barista
barn	barn
baromètre	barometer
barométrique	barometrisk
baron	baron
baronial	friherrlig
baronne	baronessa
baronnial	friherrlig
baronnie	baroni
barque	eka
barre	ginbalk
barre de flèche	vantspridare
barre des tâches	aktivitetsfält
barre d’outils	verktygsfält
barrette	hårspänne
barrière	bom
barrot	däckskarvel
bartavelle	stenhöna
bartelle	harskramla
baryon	baryon
baryton	baryton
baryton-basse	basbaryton
baryum	barium
bas	låg
bas	strumpa
bas allemand	lågtyska
basalte	basalt
base aérienne	militär flygbas
base de données	databas
base de données relationnelle	relationsdatabas
baseball	baseboll
baselle	malabarspenat
basilic	basilika
basilique	basilika
basket-ball	basket
basketteur	basketspelare
basque	baskiska
basque	basque
bassin	skål
bassin versant	avrinningsområde
bassine	kar
bassiste	basist
basson	fagott
bassoniste	fagottist
bastingage	reling
bataille	slag
bataille de boules de neige	snöbollskrig
bataille navale	sänka skepp
batailler	strida
bateau	båt
bateau de plaisance	fritidsbåt
bateau de pêche	fiskebåt
bateau à vapeur	ångbåt
bathyergue	strandgrävare
batifoler	busa
battant	kläpp
batterie	batteri
batteuse	trumslagare
battoir	klappbräda
battre	slå
battre son plein	vara i full gång
baudrier	klättersele
bauxite	bauxit
bavard	pratglad
bavarder	prata
bavarois	bajersk
bave	dregel
baver	dregla
bavoir	haklapp
baza	baza
baza coucou	afrikansk baza
baza de Jerdon	Jerdonbaza
baza huppard	svart baza
baza huppé	gråfotad baza
baza malgache	madagaskarbaza
baïonnette	bajonett
beach handball	beachhandboll
beau	vacker
beau-fils	styvson
beau-frère	svåger
beau-parent	svärförälder
beau-père	svärfar
beaucoup	ofta
beaupré	bogspröt
beauté	skönhet
bec	näbb
bec-croisé bifascié	bändelkorsnäbb
bec-croisé des sapins	mindre korsnäbbe
bec-croisé perroquet	störe korsnäbb
bec-de-corail	svartgumpad astrild
bec-en-ciseaux	saxnäbb
bec-en-fourreau	slidnäbb
bec-en-sabot	träskonäbb
becquerel	becquerel
bedeau	klockare
bedonnant	med kula
beige	beige
bel esprit	skönande
bel et bien	helt och hållet
belette	vessla
belge	belgisk
belladone	belladonna
belle-fille	svädotter
belle-mère	svärmor
belle-sœur	svägerska
bembex à rostre	läppstekel
bengali	bengali
benjamin	minsting
benzopyrène	bensopyren
berce géante	jätteloka
berce sphondyle	björnloka
berceau	vagga
bercer	vagga
berceuse	vaggvisa
bergamote	bergamott
berger	herde
bergeronnette	sädesärla
bergeronnette des ruisseaux	forsärla
bergeronnette grise	sädesärla
bergeronnette printanière	gulärla
berkélium	berkelium
berline	berlinare
bernache cravant	prutgås
bernache du Canada	kanadagås
bernache nonnette	vitkindad gås
bernache à cou roux	rödhalsad gås
bernard-l’hermite	eremitkräfta
berserk	bärsärk
berthon	faltbåt
besogne	arbete
besoin	behov
bestseller	storsäljare
betterave fourragère	foderbeta
betterave potagère	rödbeta
betterave à sucre	sockerbeta
beurre	smör
beurre de cacahouète	jordnötssmör
beurrer	smöra
biais	skev
biais de confirmation	konfirmeringsbias
biathlon	skidskytte
biberon	nappflaska
bibliobus	bokbuss
bibliographie	bibliografi
bibliophile	bibliofil
bibliopégie	bibliopegi
bibliothèque	bibliotek
bibliothécaire	bibliotekarie
bibliste	fundamentalist
biche	hind
biche à lait	mjölkkruka
bichon havanais	bichon havanais
bicolore	tvåfärgad
bicyclette	cykel
bidet	hästkrake
bidon à lait	mjölkkruka
bielle	vevstake
bien	väl
bien	gods
bien des fois	många gånger
bien portant	frisk
bien que	fastän
bien sûr	givetvis
bien élevé	väluppfostrad
bienfaiteur	välgörare
bienfaitrice	välgörarinna
bienheureux	salig
bienheureux	helgon
bienséance	anständighet
bientôt	snart
bienvenue	välkommen
bifteck	biffstek
bigamie	bigami
bigarade	pomerans
bigoudi	papiljott
bijectif	bijektiv
bijection	bijektion
bijou	juvel
bijoutier	juvelerare
bilatéral	bilateral
bile	ilska
bilingue	tvåspråkig
bilinéaire	bilinjär
bilirubine	bilirubin
billard	biljard
billet	sedel
billet de banque	sedel
billet à ordre	löpande skuldebrev
billevesée	trams
binomial	binomial
binturong	binturong
biocarburant	biobränsle
biochimie	biokemi
biodiversité	biologisk mångfald
biofilm	biofilm
biogaz	biogas
biogenèse	biogenes
biographe	levnadstecknare
biographie	biografi
biographique	biografisk
biogéochimie	biogeokemi
biogéographie	biogeografi
biologie	biologi
biologie cellulaire	cellbiologi
biologiste	biolog
bioluminescence	bioluminiscens
biomasse	biomassa
biome	biom
biophysique	biofysik
biopouvoir	biomakt
biopuce	mikromatris
biopuce à ADN	mikromatris
biotique	biotisk
biotope	biotop
bioénergie	bioenergi
biplan	biplan
birman	burmesisk
birman	burmesiska
biscotte	skorpa
bisexuel	bisexuell
bismillah	basmala
bismuth	vismut
bisou	puss
bisphénol	bisfenol
bisphénol A	bisfenol A
bisporelle jaune	citronskål
bissectrice	bisektris
bit	bit
bit de parité	paritetsbit
bitume	bitumen
bivouac	bivack
bixbite	bixbit
bizarre	konstig
bière	öl
biélorusse	vitrysk
biélorusse	vitryska
blackjack	blackjack
blacklister	svartlista
blague	vits
blaireau	grävling
blanc	vit
blanc	vitt
blanc d’œuf	äggvita
blanc-bec	gröngöling
blancheur	vithet
blanchiment d’argent	penningtvätt
blanchir	rentvå
blason	heraldik
blasphémer	svära
blatte	kackerlacka
blaxploitation	blaxploitation
blesser	såra
blessure	sår
blette	mangold
bleu	blå
bleu	grönmögelost
bleu bleuet	blåklintsblå
bleu marine	marinblå
bleuet	blåklint
bleuâtre	blåaktig
bloc	block
bloc-note	anteckningsblock
blocus	blockad
blog	blogg
bloguer	blogga
blogueur	bloggare
blond	blond
blond	blondin
blottir	krypa ihop
blouson	jacka
blu-ray	blu-ray Disc
bluff	bluff
blé	vete
blé dur	durumvete
blót	blot
boa	boa
bob	fiskehatt
bobinage	bobinande
bobine d’allumage	tändspole
bobiner	bobina
bocage	lund
bocager	skogs-
bocard	stampverk
bocle	bucklare
bodyboard	bodyboarding
bodysurf	bodysurfing
bogie	boggi
bohrium	bohrium
boire	dricka
bois	skrov
bois de chauffage	ved
bois-joli	tibast
boisson	dryck
boisson alcoolisée	alkoholdryck
boite de nuit	nattklubb
boitement	haltande
boiter	halta
boiteux	lam
boitter	agna
bokmål	bokmål
bol	skål
bolchévique	bolsjevik
bolide	eldkula
bolivien	boliviansk
bollard	förtöjningspåle
bombardement	bombardemang
bombe	ridhjälm
bombe atomique	atombomb
bombe sexuelle	sexbomb
bombe à eau	vattenballong
bombe à neutrons	neutronbomb
bombe à retardement	tickande bomb
bombyx atlas	Atlasspinnare
bombyx de la ronce	gräsulv
bombyx du hêtre	ekorrspinnare
bon	bra
bon appétit	smaklig måltid
bon matin	god morgon
bon pied, bon œil	vara kry och rask
bon sang	fördömt
bon sens	sunt förnuft
bon voyage	trevlig resa
bonbon	godis
bonbon-la-fesse	stolpiller
bondrée apivore	bivråk
bondrée orientale	tofsbivråk
bondska	bottniska
bonheur	lycka
bonhomie	godmodighet
bonhomme de neige	snögubbe
bonifier	förbättra
bonimenteur	gatuförsäljare
bonjour	god dag
bonne	hembiträde
bonne année	gott nytt år
bonne chance	lycka till
bonne nuit	god natt
bonne volonté	välvilja
bonnes manières	folkvett
bonnet	mössa
bonnet de bain	badmössa
bonnet d’âne	dumstrut
bonnet turc	valknop
bonobo	bonobo
bonsoir	god kväll
booléen	boolesk
boomerang	bumerang
booster	boosta
bord	rand
bordel	glädjehus
border collie	bordercollie
bore	bor
borekas	burek
borgne	enögd
borne	milstolpe
bornite	brokig kopparmalm
bosco	båtsman
bosniaque	bosniska
boson	boson
boson de Higgs	Higgsboson
bosquet	skogsdunge
bossa nova	bossanova
bossa-nova	bossanova
bossanova	bossanova
bosse	puckel
bossu	puckelryggig
bossu	puckelrygg
botanique	botanisk
botanique	botanik
botaniste	botaniker
boto	amazondelfin
botte	stövel
botte de ballet	balettstövel
botuline	botulinumtoxin
bouc	bock
bouc émissaire	syndabock
bouche	mun
boucher	slaktare
boucher	betala
boucherie	slakteri
bouchon	flöte
bouchée	tugga
boucle d’oreille	örhänge
bouclier	sköld
bouclé	lockigt
bouddhisme	buddhism
bouddhiste	buddhistisk
bouddhiste	buddhist
boudin	blodpudding
boudoir	budoar
boue	lera
boueux	dyig
bouffe	käk
bouffer	käka
bougainvillée glabre	blank trillingblomma
bouger	flytta på sig
bougie	ljus
bougie de préchauffage	glödstift
bougie d’allumage	tändstift
bougon	ovänlig
bougon	surpuppa
bouillant	kokande
bouillir	koka
bouilloire	vattenkokare
bouillon	buljong
bouillonner	jäsa
boulanger	bagare
boulangerie	bageri
boulangère	bagerska
boule	klot
boule de neige	snöboll
bouleau	björk
bouleau nain	dvärgbjörk
boulevard	bulevard
boulevard périphérique	ringled
boulimie	bulimi
boulonner	fästa
bouquet	bukett
bouquiner	sträckläsa
bourdaine	brakved
bourde	fel
bourdon	humla
bourdon des arbres	hushumla
bourdon des champs	åkerhumla
bourdon des jardins	trädgårdshumla
bourdon des pierres	stenhumla
bourdon des prés	ängshumla
bourdon sylvestre	ängssnylthumla
bourdon terrestre	mörk jordhumla
bourdon à queue blanche	ljus jordhumla
bourdonnement	surrande
bourdonner	surra
bourg pourri	korrumperad valkrets
bourgeois-bohème	stekare
bourgeoisie	bourgeoisie
bourgeon	knopp
bourrache officinale	gurkört
bourreau	bödel
bourse	Handväska
boursier	stipendiat
bouscarle de Cetti	Cettisångare
boussole	kompass
bout	ända
bouteille	flaska
bouteille de Klein	Kleinflaska
boutique	affär
boutisme	endian
boutisse	bindare
bouton	knopp
bouton de manchette	manschettknappar
boutonner	knäppa
boutonneux	finnig
boutre	dhow
bouvreuil pivoine	domherre
bouée	boj
bouée de sauvetage	livboj
bowling	bowling
boxe	boxning
boycott	bojkott
boycotter	bojkotta
boîte	låda
boîte aux lettres	brevinkast
boîte boisson	dryckesburk
boîte de nuit	nattklubb
boîte de vitesses	växellåda
boîte d’allumettes	tändsticksask
boîte à moustaches	lådagram
boîte à musique	speldosa
bracelet	armband
brachycardie	bradykardi
braconidé	bracksteklar
braconnage	tjuvjakt
braconnier	tjuvjägare
brader	rea
bradycardie	bradykardi
braguette	gylf
braise	glöd
brancardier	sjukbärare
branche	sektion
branchie	gäl
brandir	svinga
bras	arm
bras de fer	armbrytning
bras mort	korvsjö
braser	lod
brasse	famn
brasser	brygga
brasserie	bryggeri
brasseur	bryggare
bravoure	tapperhet
breakbeat	breakbeat
breakcore	breakcore
breakdance	breakdance
brebis	tacka
brebis galeuse	svart får
bredouiller	babbla
bref	kort
brelan	triss
breloque	berlock
bretelle	hängsle
breton	bretonsk
breton	bretonska
breveter	patentera
brexitologie	Brexitologi
bribe	brottstycken
brider	binda
bridge	bridge
brie de Meaux	brie de Meaux
brigand	stråtrövare
briller par son absence	lysa med sin frånvaro
brindille	kvist
brique	tegelsten
briquet	tändare
briqueterie	tegelbruk
brise-vent	vindskydd
briser	bryta
briser le cœur	krossa någons hjärta
briseur de grève	strejkbrytare
brisure de riz	brutet ris
britannique	brittisk
broche	spett
brochet	gädda
brochette	spett
brochure	broschyr
brocoli	broccoli
brome	brom
brome	losta
bromocriptine	bromokriptin
bronche	bronk
bronchite	bronkit
bronzage	bronsering
brosse	borste
brosse à cheveux	hårborste
brosse à dents	tandborste
brosser	borsta
brouhaha	rabalder
brouillard	dimma
brouir	förbränna
brouter	beta
broyer du noir	vara svårmodig
bruant cendrillard	rotsparv
bruant cendré	gulgrä sparv
bruant des roseaux	sävsparv
bruant fou	klippsparv
bruant mélanocéphale	svarthuvad sparv
bruant ortolan	ortolansparv
bruant proyer	kornsparv
bruant rustique	videsparv
bruant zizi	häcksparv
bruant à calotte blanche	tallsparv
brugnon	nektarin
bruine	dugg
bruiner	dugga
bruit	oväsen
bruler ses vaisseaux	bränna sina skepp
brulure	brännsår
brume	dis
brun	mörkhårig
bruschetta	bruschetta
brusque	barsk
brusquement	abrupt
bruyamment	bullersamt
bruyère	hed
bruyère quaternée	klockljung
bryone dioïque	röd hundrova
brèche	bräsch
brème	braxen
brème bordelière	björkna
brème commune	braxen
brève	juveltrast
brève azurine	javajuveltrast
brève bleue	blå juveltrast
brève de Gurney	blåkronad juveltrast
brève de Koch	luzonjuveltrast
brève de Malaisie	malackajuveltrast
brève de Schneider	blåryggig juveltrast
brève de Schwaner	borneojuveltrast
brève de Steere	azurjuveltrast
brève des palétuviers	mangrovejuveltrast
brève du Bengale	indisk juveltrast
brève d’Angola	afrikansk juveltrast
brève d’Elliot	smaragdjuveltrast
brève d’Halmahera	halmaherajuveltrast
brève gracieuse	sumatrajuveltrast
brève grenadine	granatjuveltrast
brève géante	jättejuveltrast
brève iris	regnbågsjuveltrast
brève masquée	svartmaskad juveltrast
brève migratrice	kinesisk juveltrast
brève ornée	öronjuveltrast
brève superbe	manusjuveltrast
brève versicolore	larmjuveltrast
brève à ailes bleues	blåvingad juveltrast
brève à bandeau	halsbandsjuveltrast
brève à capuchon	svarthuvad juveltrast
brève à dos bleu	blågumpad juveltrast
brève à nuque bleue	blånackad juveltrast
brève à poitrine verte	grönbröstad juveltrast
brève à tête bleue	azurkronad juveltrast
brève à ventre rouge	rödbukig juveltrast
brève élégante	praktpitta
bréchet	bröstbenskam
brésilien	brasiliansk
bréviaire	breviarium
brûler	brinna
brûler ses vaisseaux	bränna sina skepp
brûlis	sved
brûlure	brännsår
buanderie	tvättstuga
bubale	buffel
bucarde	hjärtmusslor
buchu	buchu
bucéphale	oxhuvudspinnare
budget	budget
buffle	buffel
buisson	buske
bukkake	bukkake
bulbe	lök
bulgare	bulgarisk
bulgare	bulgariska
bulldozer	bandschaktare
bulle	bubbla
bulletin de notes	skolbetyg
bulletin de vote	röstsedel
bullionisme	bullionism
bunker	bunker
bupivacaïne	bupivakain
bure	gruvschakt
bure	vadmal
bureau	byrå
bureau de change	växelkontor
bureau de poste	postkontor
bureau de vote	vallokal
bureaucratie	byråkrati
burin	gravyrstickel
burkini	burkini
burqa	burka
burundais	burundisk
bus	buss
bus scolaire	skolbuss
busard	kärrhök
busard Saint-Martin	blå kärrhök
busard cendré	ängshök
busard des roseaux	brun kärrhök
busard pâle	stäpphök
busautour	hökvråk
busautour aux yeux blancs	vitögd hökvråk
busautour des sauterelles	gräshoppsvråk
busautour pâle	rostvingad hökvråk
busautour à joues grises	gråkindad vråk
buse	dumbom
buse féroce	örnvråk
buse pattue	fjällvråk
buse roussâtre	savannvråk
buse variable	ormvråk
buste	byst
bustier	bustier
butane	butan
butanol	butanol
buteur	målskytt
butin	förvärv
butor d’Amérique	amerikansk rördrom
butor étoilé	rördrom
buée	imma
byte	byte
byzantin	dödgrävare
bâbord	babord
bâiller	gäspa
bâtiment	byggnad
bâtir	bygga
bâton	stav
bâton de colle	limstift
bâton d’Esculape	Eskulapstav
béarnaise	bearnaisesås
béatifier	lyckliggöra
bébé	spädbarn
bécane	hoj
bécasse	morkulla
bécasse des bois	morkulla
bécasseau cocorli	spovsnäppa
bécasseau de Temminck	mosnäppa
bécasseau falcinelle	myrsnäppa
bécasseau maubèche	kustsnäppa
bécasseau minute	småsnäppa
bécasseau roussâtre	prärielöpare
bécasseau sanderling	sandlöpare
bécasseau tacheté	tuvsnäppa
bécasseau variable	kärrsnäppa
bécasseau violet	skärsnäppa
bécasseau à croupion blanc	piplärksnäppa
bécassine des marais	enkelbeckasin
bécassine double	dubbelbeckasin
bécassine sourde	dvärgbeckasin
bélier	bagge
bélouga	vitval
bémol	b-förtecken
bénir	välsigna
béquille	krycka
bérardie	näbbval
bérardie de Baird	Bairds näbbval
