άρχης	arca
δωδεκαδάκτυλο	duodeno
δωδεκαδακτυλίτιδα	duodenite
δωμάτιο	camera
δωρεάν	gratis
δωρικός	dorico
δωροδοκία	corruzione
δωροδοκώ	corrompere
δωροληψία	corrompere
δόγα	doga
δόγης	doge
δόγμα	dogma
δόλωμα	esca
δόντι	dente
δόξα	gloria
δόξα τω Θεώ	grazie a Dio
δόρυ	picca
δόση	rata
δύναμη	forza
δύο	due
δύση	ovest
δύσκολος	difficile
δύσπνοια	dispnea
δύστροπος	intrattable
δύτης	tuffatore
δύω	coricarsi
δώδεκα	dodici
δώρο	dono
είδος	specie
είδωλο	idolo
είκοσι	venti
είκοσι ένα	ventuno
είκοσι δύο	ventidue
είκοσι τρία	ventitre
είμαι	essere
είναι	essere
είπε ο γάιδαρος τον πετεινό κεφάλα	il bue che dice cornuto all'asino
είσοδος	entrata
είσπραξη	incasso
είτε	alcuno
εαρινοποίηση	jarovizzazione
εαυτός	stesso
εβδομάδα	settimana
εβδομήντα	settanta
εβδομαδιαίος	settimanale
εβδομηκοστός	settantesimo
εβονίτης	ebanite
εβραϊκά	ebraico
εβραϊκή άρπα	scacciapensieri
εβραϊκός	ebraico
εγγαστρίμυθος	ventriloquo
εγγενής	intrinseco
εγγενώς	intrinsecamente
εγγλυφή	intaglio
εγγονή	nipote
εγγονός	nipote
εγγράφω	digitare
εγγραφέας	registratore
εγγόνι	nipote
εγγύηση	garanzia
εγείρω	alzare
εγερτήριο	sveglia
εγκάρδιος	cordiale
εγκέφαλος	cervello
εγκαινιάζω	inaugurare
εγκατάλειψη	abbandono
εγκατάσταση	impianto
εγκαταλείπω	abbandonare
εγκαταλελειμμένος	abbandonato
εγκεφαλίτιδα	encefalite
εγκεφαλικό	accidente cerebrovascolare
εγκεφαλονωτιαίος	cerebrospinale
εγκληματίας	criminale
εγκληματίας πολέμου	criminale di guerra
εγκληματικός	criminale
εγκληματικότητα	criminalità
εγκληματολογία	criminologia
εγκληματολόγος	criminologa
εγκλιματισμός	acclimatazione
εγκλωβισμένος	intrappolato
εγκράτεια	astemìa
εγκρίνω	approvare
εγκρατής	astemio
εγκυκλοπαίδεια	enciclopedia
εγκυκλοπαιδιστής	enciclopedista
εγκυμοσύνη	gravidanza
εγκυρότητα	validità
εγχείρηση	operazione
εγχειρίδιο	manuale
εγωίστρια	egoista
εγωισμός	egoismo
εγωιστής	egoista
εγωκεντρικός	egocentrico
εγωκεντρισμός	egocentrismo
εγώ	io
εγώ να δεις	a chi lo dici
εδάφιο	versetto
εδαφικότητα	territorialità
εδαφολογικός	pedologico
εδρεύω	risiedere
εδώ	qui
εδώδιμος	commestibile
εθελοντής	volontario
εθελοντισμός	volontarismo
εθιμοτυπία	galateo
εθνικισμός	nazionalismo
εθνικιστικός	nazionalista
εθνικοποίηση	nazionalizzazione
εθνικοσοσιαλισμός	nazionalsocialismo
εθνικός	nazionale
εθνικός ύμνος	inno nazionale
εθνικότητα	nazionalità
εθνογράφος	etnografa
εθνογραφία	etnografia
εθνογραφικός	etnografico
εθνοκάθαρση	pulizia etnica
εθνοκεντρισμός	etnocentrismo
εθνολογία	etnologia
εθνομουσικολογία	etnomusicologia
εθνομουσικολόγος	etnomusicologo
εθνοψυχολογία	etnopsicologia
εθνόσημο	stemma
ειδάλλως	altrimenti
ειδεχθής	odioso
ειδικά	specialmente
ειδικός	specialista
ειδωλολάτρης	idolatra
ειδωλολατρία	idolatria
ειδύλλιο	idillio
εικασία	congettura
εικονίδιο	icona
εικονική πραγματικότητα	realtà virtuale
εικονικός	virtuale
εικονογράφηση	illustrazione
εικονοκλάστης	iconoclasta
εικονοστάσιο	iconostasi
εικοστός	ventesimo
εικοστός πρώτος	ventunesimo
εικοτολογικός	congetturale
εικόνα	immagine
ειλικρίνεια	sincerità
ειλικρινά	francamente
ειλικρινής	sincero
ειρήνη	pace
ειρηνικός	pacifista
ειρηνιστής	pacifista
ειρωνεία	ironia
ειρωνικά	ironicamente
ειρωνικός	ironico
εις το επανιδείν	arrivederci
εις το όνομα του Πατρός και του Υιού και του Αγίου Πνεύματος	nel nome del Padre, del Figlio e dello Spirito Santo
εισάγω	importare
εισαγγελέας	procuratore
εισαγωγή	importazione
εισαγωγικά	virgolette
εισαγωγικός	introduttivo
εισαγόμενος	importato
εισβάλλω	invadere
εισβολέας	invasore
εισβολή	invasione
εισερχόμενα	posta in arrivo
εισιτήριο	biglietto
εισπνέω	inalare
εισπνοή	inspirazione
εισπρακτέος	ricavabile
εισφορά	contributo
εκ μέρους	a nome di
εκατομμυριούχος	milionario
εκατομμύριο	milione
εκατοντάδα	centinaio
εκατονταετηρίδα	centenario
εκατονταρχία	centuria
εκατοστός	centesimo
εκατό	cento
εκατόλιτρο	ettolitro
εκατόμβη	ecatombe
εκατόνταρχος	centurione
εκβιάζω	ricattare
εκβιασμός	ricatto
εκβιαστής	ricattatore
εκβιομηχάνιση	industrializzazione
εκβολή	estuario
εκδήλωση	manifestazione
εκδίδω	pubblicare
εκδίκηση	vendetta
εκδημοκρατισμός	democratizzazione
εκδικήτρια	vendicatrice
εκδικητής	vendicatore
εκδικητική πορνογραφία	pornovendetta
εκδικητικός	vendicativo
εκδικούμαι	vendicare
εκδοχή	versione
εκδρομή	escursione
εκδότης	editore
εκδότρια	editrice
εκεί	là
εκεχειρία	armistizio
εκθέτω	esporre
εκθετικός	esponenziale
εκκένωση	evacuazione
εκκίνηση	partenza
εκκαθάριση	epurazione
εκκεντρικός	eccentrico
εκκεντρικότητα	eccentricità
εκκενώνω	evacuare
εκκινώ	avviare
εκκλησία	chiesa
εκκλησίασμα	assemblea
εκκλησιαστικός	ecclesiastico
εκκρεμές	pendolo
εκλέγω	eleggere
εκλαμψία	eclampsia
εκλειπτική	eclittica
εκλεκτικός	eclettico
εκλογή	elezione
εκλογικό σώμα	elettorato
εκλογικός	elettorale
εκμετάλλευση	sfruttamento
εκμηδενίζω	annichilire
εκμηχάνιση	meccanizzazione
εκνευρίζω	irritare
εκνευρισμός	irritazione
εκούσια	volontariamente
εκπαίδευση	educazione
εκπαιδευτής	formatore
εκπαιδευτικός	educativo
εκπαιδεύω	istruire
εκπαραθυρώνω	defenestrare
εκπαραθύρωση	defenestrazione
εκπλήσσω	sorprendere
εκπληκτικός	sorprendente
εκπνέω	espirare
εκπνοή	respirazione
εκπονώ	elaborare
εκπρόσωπος	rappresentante
εκρηκτικό	esplosivo
εκρηκτικός	esplosivo
εκρηκτικότητα	esplosività
εκρόφηση	desorbimento
εκσκαφέας	badilante
εκσκαφή	scavo
εκσπερμάτιση	eiaculazione
εκτάριο	ettaro
εκτέλεση	esecuzione
εκταφή	esumazione
εκτελωνισμός	sdoganamento
εκτελώ	eseguire
εκτιμώ	apprezzare
εκτρέπω	deviare
εκτροχιάζομαι	deragliare
εκτυπωτής	stampante
εκτυφλώνω	abbacinare
εκτόπλασμα	ectoplasma
εκτός	tranne
εκφοβίζω	intimidire
εκφράζω	esprimere
εκφωνητής	presentatore
εκχιονιστήρας	spartineve
εκχριστιανίζω	cristianizzare
εκχριστιανισμός	cristianizzazione
εκχύλισμα	estratto
ελάττωμα	difetto
ελάφι	cervo
ελάχιστο κοινό πολλαπλάσιο	minimo comune multiplo
ελέγχω	controllare
ελέφαντας	elefante
ελαιο-	eleo-
ελαιόλαδο	olio d'oliva
ελαστίνη	elastina
ελαστομερές	elastomero
ελατήριο	molla
ελαφάκι	cerbiatto
ελαφίνα	cerva
ελαφρόπετρα	pomice
ελαφρότητα	leggerezza
ελαχιστοποιώ	minimizzare
ελβετικός	elvetico
ελεήμων	misericordioso
ελεγειακός	elegiaco
ελεγκτής	controllo
ελεημοσύνη	elemosina
ελευθερία	libertà
ελευθεροτέκτονας	franco muratore
ελευθεροτεκτονισμός	massoneria
ελευθερώνω	liberare
ελεύθερη αγορά	libero mercato
ελεύθερο	bracciata libera
ελεύθερος	gratuito
ελεύθερος σκοπευτής	cecchino
ελεύθερος χρόνος	tempo libero
ελεώ	fare l'elemosina
ελιά	olivo
ελικοστροβιλοκινητήρας	turbopropulsore
ελικόπτερο	elicottero
ελισαβετιανός	elisabettiano
ελιτισμός	elitismo
ελκυστικός	attrattivo
ελλέβορος	elleboro
ελλειπτικός	ellittico
ελληνικά	greco
ελληνικός	greco
ελληνιστής	ellenista
ελληνιστικός	ellenistico
ελληνορθόδοξος	greco-ortodosso
ελληνορωμαϊκός	greco-romano
ελλιπής	imperfetto
ελονοσία	malaria
ελπίδα	speranza
ελπίζω	sperare
εμένα	me
εμίρης	emiro
εμβατήριο	marcia
εμβληματικός	emblematico
εμβολίζω	speronare
εμβολιάζω	innestare
εμβολιασμός	vaccinazione
εμβρυοκτόνος	feticidio
εμβρυϊκός	embrionale
εμβόλιο	vaccino
εμείς	noi
εμετικός	emetico
εμετός	vomito
εμιράτο	emirato
εμμηνορροϊκός	mestruale
εμμηνόπαυση	menopausa
εμμηνόρροια	ciclo mestruale
εμμονή	fissazione
εμού	emù
εμπάθεια	animosità
εμπάργκο	embargo
εμπειρία	esperienza
εμπειρικός	empirico
εμπιστευτικά	confidenzialmente
εμπιστεύομαι	fidarsi
εμπιστοσύνη	fiducia
εμπνέω	ispirare
εμποδίζω	impedire
εμπορευματοκιβώτιο	container
εμπορευματολογία	merceologia
εμπορευματοποίηση	commercializzazione
εμπορεύομαι	commerciare
εμπορικό κέντρο	centro commerciale
εμπορικός	commerciale
εμπορικότητα	commerciabilità
εμποροπανήγυρη	fiera
εμπρησμός	incendio doloso
εμπρηστής	incendiario
εμπροσθοφυλακή	avanguardia
εμπόλεμος	belligerante
εμπόρευμα	merce
εμπόριο	commercio
εμπύημα	empiema
εμφάνιση	apparenza
εμφανίζομαι	apparire
εμφιάλωση	imbottigliamento
εμφιαλώνω	imbottigliare
εμφύλιος πόλεμος	guerra civile
εμφύσημα	enfisema
εμότζι	emoji
εν ανάγκη	all'occorrenza
εν θερμώ	a caldo
εν ψυχρώ	a sangue freddo
ενέδρα	imboscata
ενέργεια	azione
ενέχυρο	pegno
ενήλικος	adulto
ενίσχυση	rinforzo
εναλλακτικός	alternativo
ενδέκατος	undicesimo
ενδαγγειακός	endovascolare
ενδεής	indigente
ενδεχομένως	potenzialmente
ενδεχόμενο	eventualità
ενδημικός	endemico
ενδιάμεσος	intermedio
ενδιαφέρον	interesse
ενδιαφέρω	interessare
ενδιαφέρων	interessante
ενδογαμία	endogamia
ενδογενής	endogeno
ενδοδερμικός	endodermico
ενδοδιαδικαστικός	endoprocedimentale
ενδοιασμός	esitazione
ενδοκάρπιο	endocarpo
ενδοκρινής	endocrino
ενδοκρινολογία	endocrinologia
ενδοκρινολόγος	endocrinologo
ενδοκυβερνητικός	intergovernativo
ενδομήτριος	intrauterino
ενδομητρίωση	endometriosi
ενδομυϊκός	intramuscolare
ενδοοικογενειακός	intrafamiliare
ενδοπαράσιτο	endoparassita
ενδοσκόπιο	endoscopio
ενδοσπέρμιο	endosperma
ενδοτοξίνη	endotossina
ενδοφλέβιος	intravenoso
ενδυμασία	costume
ενδυματολόγος	costumista
ενδόμυχος	intimo
ενεδρεύω	agguatare
ενενήντα	novanta
ενεργητική φωνή	attivo
ενεργοποίηση	attivazione
ενεργούμενο	energumeno
ενεργός	attivo
ενεστώτας	indicativo presente
ενεχυροδανειστήριο	monte di pietà
ενζυμολογία	enzimologia
ενημέρωση	aggiornamento
ενημερώνω	aggiornare
ενθάρρυνση	incoraggiamento
ενθαρρύνω	incoraggiare
ενθουσιασμός	entusiasmo
ενθύμιο	ricordo
ενικός	singolare
ενισχυτής	amplificatore
ενισχύω	rinforzare
εννεάγωνο	ennagono
εννιά	nove
εννιακόσια	novecento
εννοώ	intendere
ενοίκιο	pigione
ενοθεϊσμός	enoteismo
ενοποίηση	unificazione
ενορία	parrocchia
ενορχήστρωση	orchestrazione
ενοφθαλμία	enoftalmo
ενοχή	colpabilità
ενοχλημένος	irritato
ενοχλώ	disturbare
ενοχοποιώ	incriminare
ενούρηση	enuresi
ενσάρκωση	incarnazione
ενσταλάζω	instillare
ενστερνίζομαι	abbracciare
ενστικτωδώς	istintivamente
ενστικτώδης	istintivo
