α	t
δέμα	paket
δέντρο	träd
δένω	binda
δέος	fruktan
δέρμα	hud
δέρνω	slå
δέσμευση	förbindelse
δέχομαι	acceptera
δήλωση	förklaring
δήμαρχος	borgmästare
δήμιος	bödel
δήμος	kommun
δίαιτα	diet
δίαυλος	buss
δίγλωσσος	tvåspråkig
δίδυμος	tvilling
δίεση	kors
δίζυγο	barr
δίκαιο	lag
δίκαιος	rättvis
δίκαννο	bössa
δίκη	mål
δίκτυο	nät
δίλημμα	dilemma
δίνη	strömvirvel
δίνω	ge
δίοδος	diod
δίπλα	bredvid
δίπλωμα	diplom
δίσκος	diskus
δίφθογγος	diftong
δίχτυ	nät
δίψα	törst
δίωξη	förföljelse
δαίμονας	demon
δαγκωματιά	bitande
δαγκώνω	bita
δαιδαλώδης	labyrintisk
δαιμονιοπληξία	besatthet
δαιμονολογία	demonologi
δακρυγόνος	tårgas
δακτυλιοειδής	ringformig
δακτυλογραφώ	maskinskriva
δακτύλιος	ring
δαλτονισμός	färgblindhet
δαμάλα	kviga
δαμάσκηνο	plommon
δαμαλίτιδα	kokoppor
δαμασκηνιά	plommonträd
δανείζω	låna
δανειολήπτης	låntagare
δανειστής	kreditgivare
δανικά	danska
δανικός	dansk
δαντέλα	spets
δαπάνη	utgift
δασκάλα	lärarinna
δασοκομία	skogsbruk
δασοπονία	skogsbruk
δασύτριχος	hårig
δαφνόφυλλο	lagerblad
δαχτυλίδι	ring
δείγμα	exemplar
δείκτης	pekfinger
δείκτης θερμότητας	värmeindex
δείκτης νοημοσύνης	intelligenskvot
δείκτης ψυχρότητας	vindavkylning
δείπνο	supé
δείχνω	peka
δεδικασμένο	prejudikat
δεδομένα	data
δειγματοληψία	sampling
δειλία	feghet
δειλός	feg
δεινόσαυρος	dinosaurie
δεισιδαιμονία	skrock
δεκάτη	tionde
δεκαέξι	sexton
δεκαδικός	decimal
δεκαεννιά	nitton
δεκαεξαδικός	hexadecimal
δεκαεπτάγωνο	heptadekagon
δεκαετία	decennium
δεκαεφτά	sjutton
δεκανίκι	krycka
δεκαοχτούρα	turkduva
δεκαοχτώ	arton
δεκαπέντε	femton
δεκατέσσερα	fjorton
δεκατρία	tretton
δεκατρείς	tretton
δεκατόμετρο	decimeter
δελτίο	biljett
δελφίνι	delfin
δελφινάριο	delfinarium
δεμάτι	kärve
δεν	inte
δενδρίτης	dendrit
δενδρολογία	dendrologi
δενδροστοιχία	allé
δενδροχρονολόγηση	dendrokronologi
δεξίωση	högtidligt mottagande
δεξαμενή	dyktub
δεξαμενή σκέψης	tankesmedja
δεξιά	höger
δεξιός	höger
δεοντολογία	etik
δερματίνη	konstläder
δερματίτιδα	dermatit
δερματολογία	dermatologi
δερματοστιξία	tatuering
δεσμός	band
δεσποινίς	fröken
δεσποτισμός	despotism
δεσπόζουσα	dominant
δεσπόζω	dominera
δεσπότης	despot
δευτερόλεπτο	sekund
δεύτερος	andra
δηλαδή	det vill säga
δηλητήριο	gift
δηλητηρίαση	förgiftning
δηλητηριάζω	förgifta
δηλητηριώδης	giftig
δηλώνω	deklarera
δημήτριο	cerium
δημαγωγός	demagog
δημαρχείο	rådhus
δημητριακά	korn
δημιουργία	skapande
δημιουργικός	kreativ
δημιουργικότητα	kreativitet
δημιουργισμός	kreationism
δημιουργιστής	kreationist
δημιουργός	skapare
δημιουργώ	skapa
δημιούργημα	gärning
δημογράφος	demograf
δημογραφία	demografi
δημογραφικός	demografisk
δημοκράτης	demokrat
δημοκρατία	republik
δημοκρατικός	demokratisk
δημοπράτης	auktionist
δημοπρασία	auktion
δημοσίευμα	publicering
δημοσιεύω	offentliggöra
δημοσιογράφος	journalist
δημοσιογραφία	journalistik
δημοσιογραφικός	journalistisk
δημοσιότητα	offentlighet
δημοσκόπηση	besiktning
δημοτικό	grundskola
δημοτικότητα	popularitet
δημοφιλής	populär
δημοψήφισμα	folkomröstning
δημόσια υγεία	folkhälsa
δημόσιος	statlig
δημόσιος υπάλληλος	tjänsteman
δημώδης	vardagsspråk
διά ζώσης	personligen
διάβαση πεζών	övergångsställe
διάβασμα	läsning
διάβολος	djävul
διάβρωση	frätning
διάγνωση	diagnos
διάγραμμα	diagram
διάδραση	interaktion
διάδρομος	korridor
διάθεση	förfogande
διάθλαση	refraktion
διάκονος	diakon
διάκριση	distinktion
διάλειμμα	rast
διάλεκτος	dialekt
διάλεξη	föreläsning
διάλογος	dialog
διάλυμα	lösning
διάμεσος	median
διάμετρος	diameter
διάνα	mitt i prick
διάνυσμα	vektor
διάρκεια	varaktighet
διάρρηξη	inbrott
διάρροια	diarré
διάσειση	hjärnskakning
διάσημος	berömd
διάσταση	aspekt
διάστημα	rymd
διάστρεμμα	stuka
διάσωση	räddning
διάταγμα	edikt
διάταξη	disposition
διάφορος	olika
διάφραγμα	diafragma
διέλευση	passage
διήγημα	novell
διήθηση	filtration
διαίρει και βασίλευε	söndra och härska
διαίρεση	division
διαίσθηση	aning
διαβάζω	läsa
διαβάτης	förbigående
διαβήτης	passare
διαβαθμίζω	klassificera
διαβατήριο	pass
διαβούλευση	konsultation
διαβρωτικός	frätande
διαβρώνω	erodera
διαβόητος	vanfrejdad
διαγαλαξιακός	intergalaktisk
διαγράφω	stryka
διαγραφή	borttagning
διαγωνισμός	tävling
διαγώνισμα	tenta
διαδέχομαι	lyckas
διαδήλωση	demonstration
διαδίδω	sprida
διαδίκτυο	internet
διαδίκτυο των πραγμάτων	sakernas internet
διαδηλωτής	demonstrant
διαδηλώνω	demonstrera
διαδικασία	process
διαδοχή	tronföljd
διαδοχικά	successivt
διαδοχικός	arvsrätt
διαδραστικός	interaktiv
διαδρομή	sträcka
διαζύγιο	skilsmässa
διαθέσιμος	tillgänglig
διαθέτω	göra i ordning
διαθήκη	testament
διαιρέτης	divisor
διαιρετέος	dividend
διαιρετότητα	delbarhet
διαιρώ	dela
διαισθητικός	intuitiv
διαιτητής	domare
διαιτολόγιο	diet
διακήρυξη	förklaring
διακηρύσσω	utropa
διακινδυνεύω	riskera
διακινδύνευση	riskerande
διακομιστής μεσολάβησης	proxyserver
διακονώ	servera
διακοπές	semester
διακοπτόμενη συνουσία	avbrutet samlag
διακοσιοστός	tvåhundrade
διακοσμητικός	dekorativ
διακοσμώ	dekorera
διακρίνουσα	diskriminant
διακρίνω	skilja
διακρίσιμος	urskiljbar
διακριτικός	diskret
διακριτικότητα	diskretion
διακριτός	urskiljbar
διακόπτης	strömbrytare
διακόπτω	avbryta
διακόρευση	defloration
διακόσια	tvåhundra
διακόσμηση	dekoration
διακύμανση	svängning
διαλέγω	välja
διαλειτουργικότητα	interoperabilitet
διαλεκτική	dialektik
διαλογή	urval
διαλογίζομαι	meditera
διαλογισμός	meditation
διαλυτικά	trema
διαλυτός	löslig
διαλύτης	lösningsmedel
διαλύω	lösa
διαμάντι	diamant
διαμάχη	konflikt
διαμέρισμα	lägenhet
διαμαρτυρία	protest
διαμαρτυρόμενος	protestant
διαμαρτύρομαι	inlägga
διαμελίζω	lemlästa
διαμονή	hemort
διαμόρφωση	formatera
διανέμω	utdela
διανεμητής	dosa
διανεμητικός	distributiv
διανοητικός	intellektuell
διανομέας	distributör
διανομή	utdelning
διανοούμενος	intellektuell
διαπαιδαγωγώ	lära upp
διαπασών	stämgaffel
διαπιστώνω	fastställa
διαπληκτισμός	ordväxling
διαπραγματεύομαι	underhandla
διαρκώ	vara
διαρρέω	läcka
διαρρήκτης	inbrottstjuv
διαρροή	läcka
διασημότητα	celebritet
διασκέδαση	underhållning
διασκεδάζω	roa
διασκεδαστικός	rolig
διασκορπίζω	skingra
διασπάσιμος	fissil
διασπορά	diaspora
διαστέλλω	expandera
διασταύρωση	korsning
διαστημάνθρωπος	astronaut
διαστημικός	rumslig
διαστημόπλοιο	rymdskepp
διαστολή	expansion
διαστρέβλωση	förvrängning
διαστρεβλώνω	förvränga
διαστρικός	interstellär
διασχίζω	korsa
διασώζω	rädda
διατάζω	beordra
διατάσσω	beordra
διαταγή	order
διατηρώ	bevara
διατλαντικός	transatlantisk
διατριβή	avhandling
διατροφή	föda
διατυπώνω	ange
διατύπωση	formulering
διαυγής	klar
διαφάνεια	genomskinlighet
διαφέρω	ha en avvikande uppfattning
διαφήμιση	reklam
διαφανής	genomskinlig
διαφεύγω	fly
διαφθείρω	fördärva
διαφθορά	korruption
διαφορά	skillnad
διαφορετικός	olik
διαφορικό	differential
διαφορικός λογισμός	differentialkalkyl
διαφοροποίηση	derivering
διαφοροποιώ	särskilja
διαφυλάγω	bevara
διαφωνία	meningsskiljaktighet
διαφωνώ	inte hålla med
διαχείριση	administration
διαχειρίζομαι	styra
διαχειριστής	administratör
διαχρονικός	diakron
διαχυτικός	översvallande
διαχωρίζω την ήρα από το στάρι	skilja agnarna från vetet
διαψεύδω	förneka
διαύγεια	klarhet
διγαμία	bigami
διδάκτορας	doktor
διδάκτωρ	doktor
διδάσκω	lära
διδακτορία	doktorsgrad
διδασκαλία	undervisning
διείσδυση	genomträngning
διεθνής	internationell
διεθνισμός	internationalism
διεθνοποιώ	internationalisera
διεθνώς	internationellt
διεισδύω	infiltrera
διεμφυλικός	könsöverskridande
διεξάγω	föra
διεπαφή	gränssnitt
διεπαφή προγραμματισμού εφαρμογών	Application Programming Interface
διεπαφή χρήστη	användargränssnitt
διεπιστημονικός	tvärvetenskaplig
διεπιφάνεια	beröringspunkt
διεργασία	process
διερεύνηση	undersökning
διερμηνέας	tolk
διερμηνεύω	tolka
διευθυντής	direktör
διευκολύνω	befrämja
διευκρινίζω	förtydliga
διεφθαρμένος	depraverad
διεύθυνση	adress
διεύθυνση ηλεκτρονικού ταχυδρομείου	e-postadress
διηγούμαι	berätta
δικάζω	döma
δικάταρτος	tvåmastad
δικαίωμα	rätt
δικαιοδοσία	domvärjo
δικαιολογία	ursäkt
δικαιολογώ	rättfärdiga
δικαιοσύνη	rättvisa
δικαιώνω	frita från skuld
δικανικός	forensisk
δικαστήριο	domstol
δικαστής	domare
δικαστικός	judiciell
δικηγόρος	advokat
δικράνι	grep
δικτάτορας	diktator
δικτατορία	diktatur
δικτυακή ουδετερότητα	nätneutralitet
διμεταλλισμός	bimetallism
διμοιρία	trupp
διοίκηση	administration
διοικητής	administratör
διοικητικό συμβούλιο	styrelse
διοικητικός	administrativ
διοικώ	administrera
διοξείδιο	dioxid
διοξείδιο του άνθρακα	koldioxid
διοργανώνω	organisera
διορθώνω	rätta
διουρητικό	urindrivande
διουρητικός	urindrivande
διοχετεύω	kanalisera
διπλάσιος	dubbel
διπλανός	nära
διπλασιάζω	dubbla
διπλοσάγονο	dubbelhaka
διπλωμάτης	diplomat
διπλωματία	diplomati
διπλωματικός	diplomatisk
διπλός	dubbel
διπλώνω	emballera
διπολικός	bipolär
δις	två gånger
δισέγγονος	barnbarnsbarn
δισδιάστατος	tvådimensionell
δισεκατομμυριοστός	miljarte
δισεκατομμυριούχος	miljardär
δισεκατομμύριο	miljard
δισκέτα	diskett
δισκοβολία	diskuskast
δισκοθήκη	diskotek
δισκοπρίονο	cirkelsåg
δισκοπότηρο	kalk
διστάζω	tveka
δισταγμός	tvekan
διστακτικός	ambivalent
δισύλλαβος	tvåstavig
διττανθρακικό νάτριο	natriumvätekarbonat
διυλίζω τον κώνωπα και καταπίνω την κάμηλον	sila mygg och svälja kameler
διυλιστήριο	raffinaderi
διφθερίτιδα	difteri
διφορούμενος	tvetydig
διχοτόμηση	dikotomi
διχοτόμος	bisektris
διχόνοια	split
διψασμένος	törstig
διωγμός	förföljelse
διόρθωση	rättelse
διότι	eftersom
διώκω	förfölja
διώνυμο	binom
διώρυγα	kanal
δογματικός	dogmatisk
δοθιήνας	spikböld
δοκάρι	balk
δοκίμιο	essä
δοκιμάζω	försöka
δοκιμή	prov
δοκιμασία	försök
δοκιμαστήριο	provrum
δοκιμαστικός σωλήνας	provrör
δοκιμιογράφος	essäförfattare
δοκός	bjälke
δολάριο	dollar
δολιοφθορά	sabotage
δολοπλοκώ	intrigera
δολοφονία	attentat
δολοφονικός	mordisk
δολοφονώ	mörda
δολοφόνος	lönnmördare
δομή	struktur
δομή δεδομένων	datastruktur
δομημένος	strukturerat
δομικός	struktur
δομοστοιχείο	modul
δομοστοιχειωτός	modul-
δονώ	dallra
δοξάρι	stråke
δοξασία	tro
δοξολογία	doxologi
δορυφόρος	satellit
δοτική	dativ
δουβλόνι	doblon
δουκάτο	hertigdöme
δουλεία	slaveri
δουλειά	arbete
δουλεμπόριο	slavhandel
δουλεύω	arbeta
δουλικός	devot
δουλοπάροικος	livegen
δοχείο	skål
δούκας	hertig
δούκισσα	hertiginna
δούλος	slav
δούρειος ίππος	trojan
δράκος	drake
δράμα	drama
δράπανο	borrmaskin
δράση	verksamhet
δράστης	gärningsman
δραγουμάνος	dragoman
δραγόνος	dragon
δρακόντειος	drakonisk
δραματουργός	dramatiker
δραπέτης	rymling
δραπετεύω	fly
δραστηριότητα	verksamhet
δρεπάνι	skära
δρομάδα	dromedar
δρομάκι	gränd
δρομέας	löpare
δρομολογητής	router
δρομόμετρο	logg
δροσερός	sval
δροσιά	dagg
δροσοσταλίδα	daggdroppe
δρυΐδης	druid
δρυμός	skog
δρυοκολάπτης	hackspett
