έξ	ex
βήμα-βήμα	pas à pas
βήτα	bêta
βήχας	toux
βήχιο	tussilage
βήχω	tousser
βία	violence
βίαια	violemment
βίαιος	violent
βίβλος	Bible
βίδα	vis
βίδωμα	vissage
βίζα	visa
βίζιτα	passe
βίκι	wiki
βίλα	villa
βίντεο	vidéo
βίντσι	treuil
βίσονας	bison
βίτσιο	vice
βίωμα	vécu
βαβούρα	tohu-bohu
βαβυλωνιακός	babylonien
βαγιά	laurier
βαγιόκλαδο	rameau
βαγκόν ρεστοράν	wagon-restaurant
βαγονέτο	wagonnet
βαγόνι	wagon
βαδίζω	marcher
βαζάκι	bocal
βαζεκτομή	vasectomie
βαθαίνω	approfondir
βαθιά	profondément
βαθιά μάθηση	apprentissage profond
βαθμηδόν	graduellement
βαθμιαία	graduellement
βαθμιαίος	graduel
βαθμοθηρία	chasse aux notes
βαθμολογία	mention
βαθμολογώ	noter
βαθμολόγηση	notation
βαθμονόμηση	étalonnement
βαθμοφόρος	gradé
βαθμός	degré
βαθμός Κελσίου	degré Celsius
βαθμός Φαρενάιτ	degré Fahrenheit
βαθουλωμένος	creux
βαθουλός	cave
βαθυγάλανος	bleu intense
βαθυμετρία	bathymétrie
βαθυμετρικός	bathymétrique
βαθυσκάφος	bathyscaphe
βαθυστόχαστος	esprit
βαθύγνωμος	réfléchi
βαθύμετρο	bathomètre
βαθύσφαιρα	bathysphère
βαθύτερος	plus profond
βαθύφωνος	basse
βακελίτης	bakélite
βακτήριο	bactérie
βακτηριαιμία	bactériémie
βακτηριακός	bactérien
βακτηριοκτόνος	bactéricide
βακτηριολογία	bactériologie
βακτηριολογικός	bactériologique
βακτηριοσίνη	bactériocine
βαλάντιο	bourse
βαλές	valet
βαλίτσα	valise
βαλίτσες	bagages
βαλαντώνω	épuisé
βαλβίδα	valve
βαλβολίνη	liquide
βαλεριάνα	valériane
βαλιτσάκι	mallette
βαλκανικός	balkanique
βαλκανοποίηση	balkanisation
βαλκανοποιώ	balkaniser
βαλλίστρα	baliste
βαλλισμός	bondissement
βαλλιστικός	balistique
βαλμένος	mis
βαλς	valse
βαλσάρω	valser
βαλτικός	baltique
βαλτώνω	envaser
βαμβάκι	coton
βαμβακέλαιο	huile de coton
βαμβακιά	cotonnier
βανάδιο	vanadium
βανίλια	vanille
βανδαλισμός	vandalisme
βανιλίνη	vanilline
βαποριζατέρ	vaporisateur
βαπτισμένος	baptisé
βαπόρι	vapeur
βαρέλα	bétonnière
βαρέλι	tonneau
βαρήκοος	dur
βαρίδι	plomb
βαρίστας	VAR
βαρίτης	barite
βαραίνω	alourdir
βαρβάτος	puissant
βαρβαρίζω	barbariser
βαρβαρικός	barbare
βαρβαρισμός	barbarisme
βαρβαρότητα	barbarie
βαρδαλάντζα	tangon
βαρελάκι	barillet
βαρελάς	tonnellier
βαρετός	ennuyeux
βαριά	masse
βαριάντα	variante
βαριέμαι	en avoir marre
βαριατρική	bariatrie
βαριοπούλα	massette
βαρκάδα	bateau
βαρκάκι	barque
βαρκάρης	batelier
βαρκαρόλα	barcarolle
βαρομετρικός	barométrique
βαρονία	baronnie
βαρούλκο	treuil
βαρυστομαχιάζω	estomac
βαρυτικός	gravitationnel
βαρόμετρο	baromètre
βαρόνη	baronne
βαρόνος	baron
βαρύκεντρο	barycentre
βαρύς	lourd
βαρύτερος	plus lourd
βαρύτητα	gravitation
βαρύτονος	baryton
βασάλτης	basalte
βασίζομαι	se baser
βασίλειο	royaume
βασίλισσα	reine
βασαλτικός	basaltique
βασανίζω	tourmenter
βασανισμένος	torturé
βασανισμός	torture
βασανιστήριο	torture
βασανιστής	bourreau
βασανιστικός	pénible
βασιβουζούκος	bachi-bouzouk
βασικός	fondamental
βασιλίσκος	basilic
βασιλεύω	régner
βασιλιάς	roi
βασιλιάς των ζώων	roi des animaux
βασιλιάς των πουλιών	roi des oiseaux
βασιλικά	royalement
βασιλική	basilique
βασιλικός	royal
βασιλικός	basilic
βασιλομήτωρ	reine mère
βασιλοπούλα	princesse
βασιλόπιτα	galette des rois
βασιλόπουλο	prince
βασιλόφρων	royaliste
βασκανία	mauvais oeil
βασκικά	basque
βασκικός	basque
βαστάζος	porteur
βαστάω	endurer
βαστιέμαι	retenir
βατήρας	plongeoir
βατίστα	batiste
βατομουριά	ronce
βατραχάνθρωπος	homme-grenouille
βατραχοειδής	batrachoïd
βατραχοπέδιλο	palme
βατόμετρο	wattmètre
βατός	praticable
βατώρα	wattheure
βαυαρικός	bavarois
βαυκαλίζομαι	se leurrer
βαφή	teinture
βαφείο	teinturerie
βαφτίζω	baptiser
βαφτίσια	baptême
βγάζω	sortir
βγάζω λεφτά	faire fortune
βγάζω στη φόρα	déballer
βγαίνω	sortir
βγαλμένος	enlevé
βδέλλα	sangsue
βδέλυγμα	abomination
βδομάδα	semaine
βεβήλωση	profanation
βεβαίωση	attestation
βεβαιότητα	certitude
βεβηλωμένος	profané
βεβηλωτής	profanateur
βεβηλώνω	profaner
βεβιασμένα	contrainte
βεβιασμένος	forcé
βεγγέρα	veillée
βεγγαλέζικος	bengali
βεγγαλικό	feu de Bengale
βεδισμός	védisme
βεδουίνος	Bédouin
βεζίρης	vizir
βελάζω	bêler
βελανίδι	gland
βελανιδιά	chêne
βελγικός	belge
βελζεβούλ	Belzébuth
βεληνεκές	portée
βελονάκι	crochet
βελονιά	aiguillée
βελονισμός	acupuncture
βελονοφύλαξ	aiguilleur
βελουτέ	velouté
βελούδινος	de/en velours
βελούδο	velours
βελτίωση	amélioration
βελτιοδοξία	méliorisme
βελτιστοποίηση	optimisation
βελτιόδοξος	mélioriste
βελτιώνω	améliorer
βελτιώσιμος	améliorable
βελόνα	aiguille
βενεδικτίνος	bénédictin
βενετικός	vénitien
βενζίνη	essence
βενζαλδεΰδη	benzaldéhyde
βενζινάδικο	station-service
βενζινάκατος	bateau
βενζινοκινητήρας	moteur à essence
βενζοδιαζεπίνη	benzodiazépine
βενζόη	benjoin
βενζόλιο	benzène
βεντάλια	éventail
βεντέτα	vendetta
βεράντα	véranda
βερίκοκο	abricot
βεραμάν	vert amande
βερβερικός	berbère
βερεσέ	crédit
βερεσέδια	ardoise
βερεσές	ardoise
βερικοκιά	abricotier
βερμούτ	vermouth
βερμπαλισμός	verbalisme
βερνίκι	vernis
βερνισάζ	vernissage
βερονίκη	véronique
βερσιόν	version
βεστφαλικός	westphalien
βετεράνος	vétéran
βηματίζω	marcher
βηματισμός	marche
βηματοδότης	cardiaque
βηρύλλιο	béryllium
βησιγοτθικός	wisigoth
βιάζω	dépêcher
βιάζω	violer
βιαιοπραγία	exaction
βιαιοπραγώ	agir
βιαιότητα	violence
βιασμός	viol
βιαστής	violeur
βιαστικός	pressé
βιασύνη	hâte
βιβλίο	livre
βιβλιάριο	carnet
βιβλιαράκι	livret
βιβλικός	biblique
βιβλιογραφία	bibliographie
βιβλιογραφικός	bibliographique
βιβλιοδεσία	reliure
βιβλιοθήκη	bibliothèque
βιβλιοθηκάριος	bibliothécaire
βιβλιοθηκονομία	bibliothéconomie
βιβλιοκριτικός	bibliocritique
βιβλιομανία	bibliomanie
βιβλιοπωλείο	librairie
βιβλιοπώλης	libraire
βιβλιοπώλισσα	libraire
βιβλιοφάγος	rat de bibliothèque
βιβλιοχαρτοπωλείο	librairie-papeterie
βιδολόγος	filière
βιδώνω	visser
βιεννέζικος	viennois
βιετναμικός	vietnamien
βιζόν	vison
βικιπαιδιστής	wikipédiste
βιλαέτι	vilayet
βιμπράτο	vibrato
βιμπράφωνο	vibraphone
βιμπραφωνίστας	vibraphoniste
βινεγκρέτ	vinaigrette
βινιέτα	vignette
βιντεοκάμερα	caméscope
βιντεοκασέτα	vidéocassette
βινύλιο	vinyle
βιογένεση	biogenèse
βιογενετική	biogénétique
βιογεωγραφία	biogéographie
βιογραφία	biographie
βιογραφικός	biographique
βιοδείκτης	biomarqueur
βιοδιασπώμενος	biodégradable
βιοκαύσιμο	biocarburant
βιοκλιματολογία	bioclimatologie
βιοκοινότητα	biocénose
βιολέτα	violette
βιολί	violon
βιολογία	biologie
βιολογικός	bio
βιολοντσέλο	violoncelle
βιολόγος	biologiste
βιομήχανος	industriel
βιομετεωρολογία	biométéorologie
βιομηχανία	industrie
βιομηχανικός	industriel
βιομηχανισμός	industrialisme
βιομηχανοποιημένος	industrialisé
βιομηχανοποιώ	industrialiser
βιομοριακός	biomoléculaire
βιομόριο	biomolécule
βιονομία	bionomie
βιοπάλη	lutte pour la vie
βιοπειρατεία	biopiratage
βιοποικιλότητα	biodiversité
βιοπορίζομαι	gagner
βιοπορισμός	gagne-pain
βιοποριστικός	alimentaire
βιορυθμός	biorythme
βιοσπηλαιολογία	biospéléologie
βιοτεχνία	artisanat
βιοτεχνικός	artisanal
βιοτεχνολογία	biotechnologie
βιοτσίπ	biopuce
βιοχημεία	biochimie
βιοχημικός	biochimique
βιοψία	biopsie
βιοϊατρική	biomédecine
βιοϊατρικός	biomédical
βιοϋλικό	biomatériau
βιράζ	virage
βιρτουόζος	virtuose
βισκόζ	viscose
βισμούθιο	bismuth
βιταλισμός	vitalisme
βιταμίνη	vitamine
βιταμινικός	vitaminique
βιτρίνα	vitrine
βιτριολισμός	vitriolisation
βιτριόλι	vitriol
βιτρώ	vitraux
βιχουέλα	vihuela
βιωμένος	vécu
βιωματικός	vécu
βιωματικότητα	sentience
βιωσιμότητα	viabilité
βιόλα	viole
βιόσφαιρα	biosphère
βιότοπος	biotope
βιώσιμος	viable
βλάβη	panne
βλάκας	idiot
βλάπτω	endommager
βλάστηση	végétation
βλάσφημος	blasphématoire
βλάχος	valaques
βλέμμα	coup d'œil
βλέπομαι	se rencontrer
βλέπω	voir
βλέφαρο	paupière
βλήμα	projectile
βλαβερός	nuisible
βλαβερότητα	malignité
βλακεία	idiotie
βλακώδης	stupide
βλαμμένος	minus habens
βλαπτικός	nuisible
βλαστάρι	jeune pousse
βλαστήμια	juron
βλασταίνω	pousser
βλαστοκύτταρο	cellule souche
βλασφημία	blasphème
βλεννορροϊκός	blennorrhéique
βλεννόρροια	blennorragie
βλεφαρίδα	cil
βλεφαρόσπασμος	blépharospasme
βλητική	balistique
βλοσυρός	farouche
βοή	brouhaha
βοήθεια	au secours
βοήθεια	aide
βοήθημα	aide
βογιάρος	boyard
βογκάω	soupirer
βογκητό	gémissement
βοεβόδας	voïvode
βοηθάω	aider
βοηθητικός	auxiliaire
βοηθός	assistant
βολ πλανέ	vol plané
βολάν	volant
βολή	tir
βολβός	bulbe
βολεύω	arranger
βολιδοσκοπώ	sonder
βολικά	confortablement
βολικός	commode
βολονταρισμός	volontarisme
βολτ	volt
βολτάρω	se balader
βολταϊκός	voltaïque
βολφράμιο	tungstène
βομβαρδίζω	bombarder
βομβαρδισμός	bombardement
βομβαρδιστικός	bombardier
βορειοανατολικά	au nord-est
βοριάς	Nord
βορράς	nord
βοσκή	pâturage
βοσκός	berger
βοσκότοπος	pâturage
βοσνιακός	bosniaque
βοτανική	botanique
βοτανικός	botanique
βοτανολογώ	herboriser
βοτανομαντεία	botanomancie
βουίζω	bourdonner
βουβάλι	buffle
βουβαίνομαι	se taire
βουβωνικός	inguinal
βουβός	muet
βουβώνας	aine
βουδιστικός	bouddhique
βουερός	bruyant
βουητό	bourdonnement
βουκέντρα	aiguillon
βουκελλάριος	bucellarius
βουκολικός	bucolique
βουλή	Assemblée nationale
βουλγαρικά	bulgare
βουλγαρικός	bulgare
βουλεβάρτο	boulevard
βουλευτήριο	bouleutérion
βουλευτής	député
