ABC	abc
syndicate	syndicat
syrup	sirop
system	système
table‐cloth	nappe
table	liste
tablet	liste
tabulation	liste
tackle	aborder
tact	mesure
tactic	tactique
tactics	tactique
tail	queue
tailor	couturière
tails	habit
take	accepter
taken aback	stupéfait
take account of	faire attention à
take action	agir
take along	assembler
take an interest	s'intéresser
take away	prélever
take care	avoir soin de
take care of	se soucier de
take down	abattre
take exception to	s'indigner de
take fire	s'allumer
take in	accepter
take into account	faire attention à
take leave	faire ses adieux
take leave from	faire ses adieux
take note	constater
take off	enlever
take offence at	s'indigner de
take over	acheter
take part	participer
take refuge	se réfugier
take steps	se démener
take the place of	remplacer
taking	achat
taking over	achat
tale	récit
talent	aptitude
talisman	amulette
talk	parler
tall	haut
tame	dresser
tangerine	mandarine
tangle	imbroglio
tank	citerne
tap	forer
tape‐recorder	magnétophone
tape	bande
tapestry	tapisserie
tar	goudron
tard	perçant
target	but
tart	acerbe
tartness	aigreur
task	devoir
taskmaster	bailli
taste	goût
tasty	savoureux
tattler	babillard
tax	imposer
taxi	taxi
tax form	feuille de déclaration
tea‐pot	théière
tea	thé
teach	apprendre
teacher	institutrice
team	équipe
teapot	théière
tear	larme
tear off	cueillir
tease	agacer
teat	mamelle
technics	technique
technique	technique
teetotalism	abstension totale d'alcool
teetotaller	personne qui ne boit jamais d'alcool
telegram	télégramme
telegraph	télégraphe
telephone	téléphoner
telephone booth	cabine téléphonique
telephone kiosk	cabine téléphonique
television	télévision
tell	dire
telltale	babillard
tell a lie	mentir
temper	durcir
temperate	sobre
temperature	température
template	modèle
temple	tempe
templet	modèle
temporary	temporaire
tempt	tenter
temptation	tentation
ten	dix
tenant	locataire
tendency	aptitude
tender	adjudication
tenderness	tendresse
tend to	soigner
tension	tension
tent	tente
tented camp	camp
term	terme
terminate	cesser
terms	condition
terrace	terrasse
terrain	terrain
terrestrial	terrestre
terrible	affreux
territory	territoire
terror	terreur
test	examen
testament	testament
testicle	testicule
testify	attester
testimony	témoignage
text	texte
textile	textile
than	que
thank	remercier
thankful	reconnaissant
thankless	ingrat
thanks	remerciement
thanks to	grâce à
thank you	merci
that	que
that's all right	cela ne fait rien
that's okay	cela ne fait rien
that is	c'est‐à‐dire
that kind of	autant
that much	tant
that one	celui
that one's	de celle‐là
that way	ainsi
thaw	dégeler
the	à l'
theatre	théâtre
theatre play	pièce de théâtre
thee	te
thee and thou	tutoyer
their	leur
them	à eux
theme	composition
then	après
theocracy	théocratie
theory	théorie
there	voici
thereabout	alentour
thereabouts	alentour
thereafter	après
therefore	aussi
there are	il y a
there is	il y a
thermometer	thermomètre
these	ceci
these days	actuellement
thesis	thèse
they	ils
the Netherlands	Pays‐Bas
the Ukraine	Ukraine
the Vatican	Vatican
the day after tomorrow	après‐demain
the day before yesterday	avant‐hier
thick	dense
thicken	grossir
thigh	cuisse
thimble	dé à coudre
thin	maigre
thing	chose
things	affaires
think	être d'avis
think about	réfléchir
think ahead	anticiper
think to oneself	méditer
think well of	apprécier
third	tiers
thirst	soif
thirteen	treize
thirteenth	treizième
thirty	trente
this	ceci
thisle	chardon
this evening	ce soir
this here	ceci
this morning	ce matin
thorn	épine
thoroughgoing	radical
thou	vous
though	quoique
thought	pensée
thoughtfulness	précaution
thousand	mille
thread	fil
threat	menace
threaten	gronder
threatening	sinistre
three	trois
thresh	battre
threshold	seuil
throat	gorge
through	complètement
throw‐back	atavisme
throw	jeter
throw away	rejeter
throw off	précipiter
throw up	rejeter
thrush	grive
thrust	pousser
thumb	pouce
thunder	retenir
thus	ensuite
tick	tique
ticket‐window	guichet
ticket	billet
tickle	chatouiller
tic douloureux	névralgie faciale
tidbit	friandise
tide	marée
tidy	ordonner
tie	attacher
tie on	attacher
tie up	attacher
tiger	tigre
tight	strict
tighten	serrer
tightness of the chest	oppression
tile	carreau
till	caisse
tillage	agriculture
tilt	incliner
timber	bois
time	fois
time off	congé
timid	timide
tin	fer‐blanc
tinkle	tinter
tint	nuance
tiny	miniscule
tin plate	fer‐blanc
tip	bout
tipsy	gris
tired	fatigué
tiresome	ennuyeux
titanium	titane
title	intitulé
titmouse	mésange
to	à
toad	crapaud
toast	griller
tobacco	tabac
today	aujourd'hui
toe	doigt du pied
together	ensemble
together with	d'ailleurs
toilet	cabinet
token	preuve
tolerate	tolérer
tomato	tomate
tomb	tombe
tomorrow	demain
tomorrow evening	demain soir
tomorrow morning	demain matin
ton	tonne
tone	ton
tongs	pinces
tongue	langue
tonsil	amygdale
too	aussi
tool	instrument
tooth‐brush	brosse à dents
tooth	dent
too much	trop
top	mutiler
topic	actualité
topical	actuel
topicality	actualité
torch	torche
torment	tourmenter
torpedo	torpiller
torrent	flot
tortoise	tortue
torture	torture
total	total
total abstainer	personne qui ne boit jamais d'alcool
total abstinence	abstension totale d'alcool
touch	toucher
touching	attendrissant
touch lightly	effleurer
tourism	tourisme
tourist agency	agence de voyage
tousle	hérisser
tow	traîner
toward	à
towards	à
towel	serviette
tower	tour
town‐hall	hôtel de ville
town	localité
township	hameau
town hall	hôtel de ville
to her	à lui
to him	à lui
to it	à lui
to me	à moi
to some extent	une certaine quantité
to tell the truth	à proprement parler
to the	à l'
to thee	te
to them	à eux
to us	à nous
to you	te
trace	empreinte
track	piste
tractability	docilité
tractable	conciliant
tractor	tracteur
trade‐union	syndicat
trade	commerce
tradition	tradition
traffic	circulation
tragedy	tragédie
tragic	tragique
trailer	baladeuse
train	clique
trait	trait
trajectory	trajectoire
tram	tramway
trample on	fouler aux pieds
tranquil	calme
transfer	passer
transform	résoudre
transformation	transformation
transgress	commetre yne faute
transgression	péché
transitive	transitif
translate	traduire
transmit	adresser
transparant	limpide
transport	reporter
trap	piège
travel	aller
traveller	voyageur
travel agency	agence de voyage
tray	plateau
treacherous	traître
tread	faire les cent pas
treasure	cassette
treat	guérir
tree	arbre
tremble	trembler
tressle	établi
trial	désolation
triangle	triangle
triangular	triangulaire
tribe	tribu
tribunal	tribunal
tribute	tribut
trick	artifice
trickery	artifice
trifle	babiole
trifling	mineur
trim	garnir
trip	voyage
trite	banal
triumph	triomphe
trollop	roulure
trombone	trombone
troop	troupe
tropical	tropical
trot	trotter
trouble	problème
trough	auge
troupe	troupe
trousers	pantalon
trout	truite
truce	trêve
truck	camion
truculent	bagarreur
true	vrai
truly	en réalité
trump	atout
trumpet	trompette
truncate	mutiler
trunk	coffre
trust	se fier
trustworthy	sûr
try	peiner
tub	baquet
tube	chambreàair
tug	tirer
tummy	ventre
tumult	bagarre
tuna‐fish	thon
tuna	thon
tune	adapter
tungsten	tungstène
tunnel	tunnel
tunny	thon
tup	bélier
turkey	dindon
turn	dévier
turnip	navet
turnover	opération de caisse
turn around	tourner
turn away	détourner
turn on	activer
turn over	renverser
turn round	tourner
turtle‐dove	tourterelle
tussle	se bagarrer
twelfth	douzième
twelve	douze
twentieth	vingtième
twenty	vingt
twig	rameau
twin	jumeau
twine	natter
twins	jumeaux
twist	tordre
twitter	gazouiller
two	deux
two hundred	deux cents
type	dactylographier
typeset	composer
typewriter	machine à écrire
typhus	typhus
typical	représentatif
typist	dactylographe
tyrant	tyran
udder	pis
ugly	mauvais
ulcer	ulcère
ultimately	enfin
umbrella	parapluie
umpire	arbitre
uncertain	aléatoire
uncle	oncle
unclean	sale
uncouple	détacher
uncover	découvrir
under	sous
underground	métro
undermine	saper
underneath	dessous
underpants	caleçon
understand	comprendre
understanding	abord
undertake	entreprendre
undoubtedly	sans doute
undress	déshabiller
undulate	onduler
unfaithful	traître
unfortunately	malheureusement
ungrateful	ingrat
unhappy	malheureux
uniform	uniforme
unimportant	mineur
unintelligible	abracadabrant
unique	unique
unit	unité
unite	accoupler
unity	unité
universe	univers
university	université
unkind	maussade
unknown	ignoré
unload	décharger
unlock	ouvrir
unmarried	célibataire
unmarried woman	célibataire
unpleasant	maussade
unripe	prématuré
unroll	développer
unsocial	antisocial
unsound	véreux
unthankful	ingrat
untidy	ébouriffé
untie	détacher
until	à
untroubled	serein
up‐to‐date	actuel
upholster	rembourrer
upon	de
upper‐arm	bras supérieur
upper	supérieur
upper arm	bras supérieur
upset	stupéfait
upstairs	dessus
uranium	uranium
urchin	bambin
urge	inciter
urgency	impulsion
urinate	faire pipi
us	à nous
use	appliquer
used to	accoutumé
useful	utile
useless	inutile
use up	consommer
usual	accoutumé
usually	ordinairement
uterus	utérus
utilize	exploiter
utter	répandre
vacant	vague
vacation	vacances
vaccinate	vacciner
vacuum‐cleaner	aspirateur
vacuum cleaner	aspirateur
vagina	vagin
vain	abortif
valiant	courageux
valid	valable
valise	valise
valley	vallée
valuable	cher
value	mérite
valve	abattant
vanity	futilité
vapor	vapeur
vapour	vapeur
varied	divers
variety entertainment	variété
various	divers
varnish	vernis
vary	différer
vase	pot
vast	ample
vat	baquet
vault	voûte
vaulted ceiling	voûte
veal	veau
vegetable	légume
vegetate	végéter
vehicle	bagnole
veil	voiler
vein	veine
velvet	velours
vend	vendre
vengeance	revanche
ventilate	aérer
ventilator	aérateur
venture	oser entreprendre
verb	verbe
verbatim	à proprement parler
verdict	sentence
verge	accotement
verge of a road	accotement
verify	surveiller
verse	strophe
vertebra	vertèbre
vertical	vertical
very	bien
very much	bien
very well	à merveille
vessel	bac
vest	maillot de corps
vex	chagriner
vibrate	vibrer
vibration	frisson
vicar	curé
vice	vice
vicious	méchant
victim	victime
video‐recorder	magnétoscope
video‐tape	bande vidéo
video recorder	magnétoscope
view	air
viewpoint	point de vue
vigour	activité
viking	Viking
vile	abject
villa	villa
village	localité
villager	villageois
vine	vignoble
vinegar	vinaigre
violate	attenter
violet	violet
violin	violon
viper	couleuvre
virgin	vierge
virginal	vierge
virus	virus
visa	visa
visible	apparant
vision	vision
visit	visiter
visitor	visiteur
visit regularly	fréquenter
visé	visa
vixen	renarde
vocabulary	dictionnaire
vodka	vodka
voice	voix
void	vide
volcano	volcan
volley	flot
voltage	tension
volume	volume
vomit	rejeter
vow	vœu
vowel	voyelle
voyage	voyage
vulgar	trivial
vulture	vautour
wadding	ouate
wade	marcher dans l'eau
waffle	gaufre
wage	appointements
wager	parier
wages	appointements
wage war	guerroyer
waggon	wagon
wail	se lamenter
wainscot	lambris
waist	taille
waistcoat	gilet
waistline	taille
wait	attendre
waiter	garçon
waiting‐room	antichambre
waiting room	antichambre
wait for	attendre
wake	réveiller
wake up	réveiller
walk	marcher
walk back	reculer
walk backwards	reculer
wall	mur
wallet	porte‐monnaie
wallflower	giroflée des murailles
wall covering	tapisserie
walnut‐tree	noyer
walnut	noix
wand	badine
wander	voyager au loin
wander about	voyager au loin
wane	diminuer
want	désir
war	guerre
ward off	s'abriter
wares	marchandise
warlock	sorcier
warm	cordial
warmly	chaudement
warn	alerter
warning	recommandation
warrant	assurer
warrior	militaire
wart	verrue
wash	laver
washing‐bear	raton laveur
wasp	guêpe
waste	dissiper
watch	montre
watchmaker	horloger
watch out for	surveiller
watch over	garder
water‐	aquatique
water‐colour	aquarelle
water‐melon	melon d'eau
water	aquatique
waterfall	cascade
watering‐can	arrosoir
waterlily	nymphéa
wave	onde
waver	barguigner
wave about	agiter
wax	cire
way	chemin
way out	issue
we	nous
we
