ADN	DNA
réagir	reaksiyon göstermek
réalisateur	yönetmen
réalité	gerçeklik
réalité virtuelle	sanal gerçeklik
récompense	mükâfat
récompenser	ödüllendirmek
récréation	eğlence
réfléchir	aksetmek
réfrigérateur	buzdolabı
réfugié	mülteci
référendum	referandum
régime	rejim
régiment	alay
région	bölge
régler	ayarlamak
réglisse	meyan
régulier	doğru
réincarnation	reenkarnasyon
réjouir	sevinmek
réparer	onarmak
répercussion	aksitesir
répondre	cevap vermek
réponse	aksitesir
réprimander	azarlamak
république	cumhuriyet
république bananière	muz cumhuriyeti
réputation	şan
répéter	tekrarlamak
répétition	prova
réseau	ağ
réserve	ihtiyat
réserver	yer ayırma
résigner	çökmek
résine	reçine
résistance	Direnç
résister	direnmek
résistivité	özdirenç
résolution	teklif
résoudre	çözmek
résultat	sonuç
réunion	toplantı
réveille-matin	çalar saat
réveiller	uyandırmak
révolte	ayaklanma
révolution	devrim
révélateur	keşfettirici
rêvasser	hayallere dalmak
rêve	rüya
rêver	düş görmek
rôle	rol
sable	kum
sablier	kum saati
sabot	toynak
sabotage	sabotaj
saboter	baltalamak
sabre laser	ışın kılıcı
sac	çanta
sac de couchage	uyku tulumu
sac à bière	bira göbeği
sac à dos	sırt çantası
sacré	kutsal
sadisme	sadistlik
sadiste	sadist
safar	safer
safran	safran
sage	akıllı
sagesse	hikmet
sain	sıhhatlı
saint	kutsal
saint	azîz
saint-pierre	dulger
saisir	algılamak
saison	mevsim
sakieh	sakiye
salade	salata
salaire	maaş
salamandre	semender
salamandre terrestre	lekeli semender
sale	kirli
salep	salep
salir	kirletmek
salive	tükürük
salière	tuzluk
salle	oda
salle de bains	banyo
salle de classe	sınıf
salon de beauté	güzellik salonu
salut	merhaba
salé	tuzlu
samarium	samaryum
samba	samba
samedi	cumartesi
samedi	cumartesi
samizdat	samizdat
samouraï	samuray
samovar	semaver
sanatorium	sanatoryum
sandale	sandal
sandjak	sancak
sandwich	sandviç
sang	kan
sanglier	yabandomuzu
sangria	sangria
sanhédrin	sanhedrin
sans alcool	alkolsüz
sans coup férir	hiç zorlanmaksızın
sans crier gare	uyarmadan
sans déconner	deme
sans vergogne	utanmadan
santé	sağlık
saphir	safir
sapin	köknar
saponaire officinale	sabun otu
sarcastique	alaycı
sarcelle	çakırkanat
sarcelle d’hiver	çamurcun
sarcelle d’été	çıkrıkçın
sarcelle marbrée	yaz ördeği
sardine	ateşbalığı
sardinelle ronde	yuvarlak sardalya
sarouel	şalvar
satellite	uydu
sauce	sos
sauce de soja	soya sosu
saucisse	sucuk
sauclet	çamuka
sauf que	mesinden başka
sauge	ada çayı
saule	söğüt
saule pleureur	salkım söğüt
saumon	somon
saumure	salamura
sauna	sauna
saut à ski	kayakla atlama
saute-mouton	dirdirbir
sauter	sıçramak
sauterelle	çekirge
sauvage	vahşi
sauver	kurtarmak
saveur	çeşni
savoir	bilmek
savon	sabun
saxophone	saksafon
saxophone basse	bas saksofon
scandium	skandiyum
scanneur	tarayıcı
scarabée	böcek
scarlatine	kızıl
sceptre	hükümdar asası
schizophrénie	şizofreni
schofar	şofar
scie	testere
science	bilim
science-fiction	bilim kurgu
scientifique	bilim adamı
scintillateur	sintilatör
scoliose	skolyoz
scooter	scooter
scorbut	iskorbüt
scorpion	akrep
scrotum	skrotum
sculpteur	heykeltıraş
sculpture	heykel
scène	sahne
scénario	senaryo
se confesser	günah çıkarmak
se coucher avec les poules	tavuk gibi erkenden yatmak
se démoder	modası geçmek
se faire turc	müslüman olmak
se masturber	otuz bir çekmek
se plaindre	yakınmak
se reposer	dinlenmek
se souvenir	hatırlamak
se terminer	bitmek
se tromper	aldanmak
se vendre comme des petits pains	kapış kapış gitmek
seaborgium	seaborgiyum
seau	kova
sec	kuru
seconde	saniye
secret	nihan
secret	sır
secrétaire	sekreter
seigle	çavdar
sein	meme
seize	on altı
sel	tuz
selfie	özçekim
selle	eyer
selon	göre
semaine	hafta
semblable	benzer
semer	ekmek
semi-conducteur	yarı iletken
semoule	irmik
sens	anlam
sensation	his
sensé	akıllı
sentier	yol
sentiment	his
sentir	koklamak
sept	yedi
sept	yedi
sept péchés capitaux	yedi ölümcül günah
septembre	eylül
serbe	Sırpça
serbe	Sırpça
serein	açık
sergent	çavuş
seringue	şırınga
serment	yemin
sermonner	azarlamak
serpent	yılan
serre	sera
serrure	kilit
serrurier	anahtarcı
serveur	sunucusu
serveur mandataire	vekil sunucu
service	hizmet
serviette	peçete havlu
seuil	eşik
seul	yalnız
seulement	yalnızca
sexe	cinsiyet
sexologie	cinsellik bilimi
sextant	sekstant
seyah	seyyah
seymen	seğmen
shabbat	sebt
shampoing	şampuan
shekel	şekel
shell	kabuk
shogun	şogun
shérif	şerif
si	eğer
si	evet
si possible	mümkünse
siemens	siemens
signal	sinyal
signature	imza
signe	işaret
signe de ponctuation	noktalama işareti
signe du zodiaque	burç
signer	imzalamak
signification	anlam
signifier	kastetmek
silence	sessizlik
silencieux	sessiz
silicate	silikat
silicium	silisyum
sillon	iz
simple	sade
simplification	basitleştirme
simulacre	alay
sincère	samimi
singe	maymun
singulier	acayip
singulier	tekil
sinus	sinüs
sirop	şurup
sirop d’érable	akçaağaç şurubu
sirène	canavar
sister-ship	kardeş gemi
sitar	sitar
sittelle des rochers	büyük kaya sıvacı kuşu
sittelle torchepot	bayağı sıvacı kuşu
situation	durum
six	altı
sixième	altıncı
siècle	asır
siège	sandalye
ski	kayak
ski nautique	su kayağı
skier	kaymak
skieur	kayakçı
slave	Slav
slip de bain	mayo
slovaque	Slovakça
slovène	Slovence
slovène	Slovence
sobre	ayık
social	sosyal
socialisme	sosyalizm
sociologie	sosyoloji
sociologue	sosyolog
société	toplum
sodium	sodyum
softball	softbol
soi-disant	sözde
soie	ipek
soif	susuzluk
soin	bakım
soir	akşam
soirée	akşam
soirée pyjama	pijama partisi
soixante	altmış
soixante-huit	altmış sekiz
soixante-quinze	yetmiş beş
soixante-six	altmış altı
soldat	asker
soleil	güneş
solidarité	dayanışma
solide	katı
solitude	yalnızlık
solution	çözelti
somme	toplam
sommeil	uyku
sommet	zirve
son	ses
sonner	çalmak
sonnet	sone
sorabe	Sorbca
sorbose	sorboz
sorcier	sihirbaz
sorcière	cadı
sortie	çıkış
sortir	çıkarmak
souci	kaygı
soudain	ani
soudain	ansızın
soudainement	aniden
souffle	nefes
soufflet	körük
souffleur	suflör
souffrir	almak
soufi	mutasavvıf
soufisme	tasavvuf
soufre	kükürt
souhait	arzu
souhaiter	arzulamak
soulever	kaldirmak
soulier	ayakkabı
souligner	altını çizmek
soumis	itaatli
soupe	çorba
soupir	ah
soupirer	arzulamak
sourate	sure
source	çıkak
sourcil	kaş
sourd	sağır
sourire	gülümseme
sourire	gülümsemek
souris	fare
sous	alt
sous prétexte de	bahanesiyle
sous-lieutenant	asteğmen
sous-marin	denizaltı
sous-merde	kıçı kırık
sous-titre	altyazı
soutenir	desteklemek
soutien	destek
soutien-gorge	sütyen
souvenir	hediyelik eşya
souvent	sık
souverain	egemen
souveraineté	egemenlik
spatule blanche	bayağı kaşıkçı
spectateur	seyirci
spectre	tayf
spectre électromagnétique	elektromanyetik tayf
spectroscope	spektroskop
sperme	sperm
sphère	küre
sphère céleste	gökküre
spirale	spiral
sport	spor
sportif	sporcu
spécial	özel
squelette	iskelet
stabilisation	stabilizasyon
stade	stadyum
stalinisme	Stalinizm
station-service	benzin istasyonu
statue	heykel
statue de la Liberté	Özgürlük Heykeli
steppe	bozkır
stercoraire pomarin	küt kuyruklu korsan martı
sterne caspienne	hazar sumrusu
sterne hansel	gülen sumru
stipuler	şart koşmak
stochocratie	demarşi
strip-tease	striptiz
strontium	stronsiyum
structuralisme	yapısalcılık
structure	bünye
stupide	ahmak
style	stil
stylo	kalem
stylo-plume	dolma kalem
stéganographie	steganografi
sténographie	stenografi
stéthoscope	stetoskop
subit	ani
subitement	birden
subjectif	öznel
subjectivité	öznellik
subordonner	tahakküm altına sokmak
substance	madde
subvention	devlet desteği
succès	başarı
sucette	lolipop
sucre	şeker
sucré	tatlı
sud	güney
sud-est	güneydoğu
sud-est-quart-est	keşişleme kerte gündoğusu
sud-est-quart-sud	keşişleme kerte kıble
sud-ouest	güneybatı
sud-ouest-quart-ouest	lodos kerte günbatısı
sud-ouest-quart-sud	lodos kerte kıble
sud-quart-sud-est	kıble kerte keşişleme
sud-quart-sud-ouest	kıble kerte lodos
sud-sud-est	güney-güney-doğu
sud-sud-ouest	güney-güney-batı
sudoku	sudoku
suer	terlemek
suer sang et eau	kan ter içinde kalmak
sueur	ter
suffixe	sonek
suggestion	öneri
suggérer	aklına getirmek
suicide	intihar
suinter	sızmak
suisse	Isviçreli
suivant	ardısıra
suivre	izlemek
sujet	özne
sulfure d’hydrogène	hidrojen sülfit
sultan	sultan
sultanin	sultani
sumac vénéneux	zehirli sarmaşık
sumérogramme	sümerogram
superfétatoire	fuzuli
supermarché	süpermarket
supernova	süpernova
superstition	hurafe
supprimer	ayrılmak
sur	üstünde
surface	yüzey
surfer	sörf yapmak
surgir	yeryüzüne çıkması
surgissement	aniden göz önüne çıkma
surmonter	altetmek
surnuméraire	aşırı
surprise	sürpriz
surréalisme	gerçeküstücülük
surveillance	gözetim
surveiller	aldırmak
susceptible	kolay gücenen kişi
suscription	adres
suède	süet
suédois	Isveçli
suédois	İsveççe
svastika	svastika
syllabe	hece
syllabe fermée	kapalı hece
sylviculture	silvikültür
symbole	sembol
sympathie	sempati
symphonie	senfoni
symphorophilie	simparafili
symptôme	semptom
synagogue	sinagog
syndrome	sendrom
syndrome de Stockholm	Stockholm sendromu
syndrome d’Angelman	AS
synonyme	eş anlamlı
syntaxe	cümle bilgisi
synthétique	sentetik
syphilis	frengi
systole	sistol
système	sistem
système solaire	Güneş Sistemi
sécante	sekant
sécher	kurutmak
sécurité	güvenlik
sédimentologie	sedimantoloji
séisme	deprem
sélénium	selenyum
sémantique	anlamsal
sémantique	anlam bilimi
sénat	senato
séparer	ayırmak
sérasquier	serasker
sérieux	ağırbaşlı
sésame	susam
sûr	emin
sœur	abla
s’assagir	uslanmak
s’en aller	gitmek
s’entendre	anlamak
s’il vous plaît	lütfen
s’occuper à	uğraşmak
ta	senin
tabac	tütün
table	masa
table des matières	içindekiler
tableau	karatahta
tableau noir	kara tahta
tablier	önlük
tache	leke
tache bleue	moğol beneği
tache bleue mongolique	moğol beneği
tache bleue mongoloïde	moğol beneği
tache de rousseur	çil
tache de vin	ben
tache mongole	moğol beneği
tache mongolique	moğol beneği
tache mongoloïde	moğol beneği
tachistoscope	tahistoskop
tachocline	tachocline
tachyon	takyon
taekwondo	tekvando
taille	boyut
taille-crayon	kalemtraş
tailler	kesmek
tailleur	terzi
talc	talk
talisman	tılsım
talon	topuk
tambour	davul
tamga	damga
tamis	elek
tamoxifène	tamoksifen
tandoor	tandır
tangente	tanjant
tant va la cruche à l’eau qu’à la fin elle se casse	su testisi su yolunda kırılır
tantale	tantal
tante	hala
taon	atsineği
taphonomie	taponomi
tapir	tapir
tapis	halı
tapis roulant	yürüyen bant
taqiya	takiye
taqlid	taklid
tard	geç
tardif	geç
tarif	tarife
tarin des aulnes	iskete
tarte	turta
tartrazine	tartrazin
tasse	fincan
tasse à vin	şarap kadehi
tassergal	lüfer
tatar de Crimée	Kırım Tatarcası
tatouage	dövme
tatouer	dövme yapmak
tatoueur	dövme sanatçısı
taupe	köstebek
taureau	boğa
taxe	vergi
taxi	taksi
taxinomie	taksonomi
taïga	tayga
tchohagar	çuhadar
tchèque	Çekçe
tchèque	çekçe
technicien	tekniker
technique	teknik
technologie	teknoloji
technétium	teknetyum
teint	beniz
teinte	renk
tekké	tekke
tellement	böyle
tellure	tellür
tempe	şakak
temple	tapınak
temps	hava
température	sıcaklık
tempête	fırtına
tempête de neige	tipi
tendance	akım
tendon d’Achille	Aşil tendonu
tendresse	şefkat
tenir	tutmak
tennis	tenis
tenseur	tensör
tente	çadır
terbium	terbiyum
terminer	bitmek
terne	yassi
terraformation	terraforming
terrasse	teras
terre	toprak
terre brûlée	yakıp yıkma
terrorisme	terörizm
terroriste	terörist
tertre	tümsek
tesla	tesla
test	test
testament	vasiyet
testicule	badak
texte	metin
thallium	talyum
thaï	Tayca
thermodynamique	termodinamik
thermomètre	termometre
thermosphère	termosfer
thon	orkinos
thorax	toraks
thorium	toryum
thulium	tulyum
thylacine	Tasmanya kaplanı
thym	kekik
thymus	timus
thé	çay
thé vert	yeşil çay
théisme	teizm
théocratie	teokrasi
théologie	ilahiyat
théorie	kuram
théorie de l’esprit	zihin kuramı
théorie des graphes	graf teorisi
théorique	teorik
thérapeutique	terapatik
thérapie	tedavi
théâtre	tiyatro
tichodrome échelette	duvar tırmaşık kuşu
ticket	bilet
tige	sap
tigre	kaplan
tilleul	ıhlamur
timar	tımar
timbale	timpani
timbre	pul
timbre-poste	pul
tipule	sivrisinek
tir à l’arc	okçuluk
tirailler	rahatsız etmek
tiramisu	tiramisu
tire-bouchon	burgu
tirelire	kumbara
tirer	ateş etmek
tiret bas	alt çizgi
tireur d’élite	keskin nişancı
tiro
