crazia	κρατία
consulenza	διαβούλευση
consultare	συμβουλεύω
consultazione	επικοινωνώ
consulto	διαβούλευση
consumare	καταναλώνω
consumare	καταναλώνω
consumarsi	πεύκο
consumato	καρυκεύματα
consumatore	καταναλωτής
consumismo	κατανάλωση
consumistico	καταναλωτής
consumo	κατανάλωση
consunzione	φθίση
conta	κατηγορία
contabile	λογίστρια
contabilità	λογιστική
contachilometri	οδόμετρο
contadinesco	αγροίκος
contadino	αγροίκος
contadino	αγρότης
contado	περίχωρα
contagio	επιδημία
contagioso	μεταδοτικός
container	εμπορευματοκιβώτιο
contaminare	διαφθείρω
contaminazione	μόλυνση
contare	μετρώ
contato	πεπερασμένος
contatore	απαριθμητής
contattare	επαφή
contatto	επαφή
conte	κόμης
contea	επαρχία
contegno	διάθεση
contemplare	συμπεριλαμβάνω
contemplazione	διαλογισμός
contemporaneamente	ταυτόχρονα
contemporaneo	σύγχρονο
contenere	συμπεριλαμβάνω
contenimento	περιεχόμενο
contenitore	δοχείο
contentare	δίνω ευχαρίστηση
contentezza	απόλαυση
contento	ευχαριστημένος
contenuto	περιεχόμενο
contenzioso	ασυμφωνία
contesa	αντιπαράθεση
contestare	ανάκριση
contestazione	αναίρεση
contesto	πλαίσιο
contiguo	συνεχόμενος
continente	Ήπειροι
continenza	αυτοέλεγχος
contingente	ενδεχόμενο
contingenza	ενδεχόμενο
contingere	γίνομαι
continuare	συνεχίζω
continuato	εξακολουθητικός
continuatore	ακόλουθο
continuità	μονιμότητα
continuo	αδιάκοπος
continuo	συνεχές
conto	υπολογισμός
conto alla rovescia	αντίστροφη μέτρηση
conto corrente	Ισοζύγιο Τρεχουσών Συναλλαγών
contorcere	σφαδάζω
contornare	περικλείω
contrabbando	κοντραμπάντο
contraccambiare	επαναφορά
contraccambio	επαναφορά
contrada	δεκάλεπτο
contraddizione	αντίκρουση
contraffatto	κίβδηλος
contraffazione	πλαστογράφηση
contrafforte	αντηρίδα
contrappesare	αντίβαρο
contrapporre	αντιπαραβάλλω
contrapposizione	αντιπαραβάλλω
contrapposto	αντώνυμο
contrappuntare	εναρμόνιση
contrare	διπλάσιος
contrariare	γινόμενο
contrariato	ενοχλημένος
contrarietà	αντιπάθεια
contrario	κόντρα
contrario	αντώνυμο
contrarre	παίρνω
contrassegno	απόδειξη
contrastante	αλληλοσυγκρουόμενος
contrastare	οπίσθιος
contrastato	αμφιλεγόμενος
contrasto	αντιπαραβάλλω
contrattaccare	αντεπιτίθεμαι
contrattacco	αντεπίθεση
contrattare	συμβόλαιο
contrattazione	παζάρεμα
contratto di lavoro	σύμβαση εργασίας
contravvenzione	παράβαση
contribuire	συνεισφέρω
contributo	βοηθός
contrito	μετανοών
controbastone	διά της πλαγίας οδού
controbattere	απαριθμητής
controbilanciare	ισοσκελίζω
controfigura	κασκαντέρ
controindicare	αντενδείκνυμαι
controllare	επιβλέπω
controller	διευθυντής
controllo	έλεγχος
controllo di qualità	έλεγχος ποιότητας
controllore	ελεγκτής
controminare	έλασμα
contromisura	αντίμετρο
contronotare	υπομνηματίζω
contropartita	αποζημίωση
controquerelare	ανταγωγή
controreplicare	ανταπαντώ
controriforma	αντιμεταρρύθμιση
controsenso	ανακολουθία
controsoffittare	ρίχνω
controspionaggio	αντικατασκοπία
controversia	διαμάχη
controverso	αμφιλεγόμενος
controvoglia	άθελα
contumelia	βρισιές
contundere	μωλωπίζομαι
conturbante	δελεαστικός
conturbare	προκαλώ αμηχανία
contusione	μωλωπίζομαι
contuso	λυπώ
convalescenza	ανάρρωση
convalida	επιβεβαίωση
convalidare	βεβαιώνω
convegno	συνέδριο
convenevole	βολικός
conveniente	κατάλληλος
convenientemente	κατάλληλα
convenienza	συμφέρον
convenire	συμφωνώ
convento	μοναστήρι
conventuale	μοναστηριακός
convenzionale	επικρατούσα τάση
convenzione	σύμβαση
convergenza	σύγκλιση
conversare	συνδιαλέγομαι
conversazione	συζήτηση
conversione	μετασχηματισμός
convertire	μετατρέπω
convertitore	μετατροπέας
convesso	κυρτός
convincente	πειστικός
convincere	πείθω
convinzione	δοξασία
convitare	παρακαλώ
convocare	καλώ
convogliare	κουβαλώ
convoglio	κονβόι
convolare	παντρεύομαι
convulsione	αναστάτωση
convulso	ασυγκράτητος
cool	ψυχραιμία
cooperativa	συνεταιρισμός
cooperativo	συνεργάσιμος
cooperazione	συνεργασία
cooptare	παρακαλώ
coordinamento	coordinamento
coordinare	συντεταγμένη
copeco	καπίκι
coperchiare	διασκευάζω
coperchio	καπάκι
copernicio	κοπερνίκιο
coperta	διασκευάζω
copertina	διασκευάζω
coperto	καπάκι
copertone	ελαστικό
copertura	στεγάζω
copia	αντίγραφο
copiare	αντιγράφω
copione	σενάριο
coppa	κούπα
coppia	ζευγάρι
copra	καρυδόψιχα
copricapo	καπέλο
coprifuoco	απαγόρευση κυκλοφορίας
coprire	καλύπτω
copula	συνδετικό ρήμα
copulare	συνουσιάζομαι
coraggio	θάρρος
coraggiosamente	ανδρείος
coraggioso	θαρραλέος
corazza	θωράκιση
corbelleria	αηδία
corcare	κλίση
corda	χορδή
cordata	καρδιοειδής
cordato	καρδιοειδής
cordiale	εγκάρδιος
cordiale	εγκάρδιος
cordless	ασύρματος
cordonare	περικλείω
coreano	κορεατικός
coreografia	χορογραφία
coreografico	χορογραφικός
coreografo	χορογράφος
coriaceo	σκληρός
coriandolo	Κορίανδρον το ήμερον
coricarsi	πάω
corifeo	κορυφή
cormorano	ευρωπαϊκός κορμοράνος
cornacchia	κουρούνα
cornamusa	άσκαυλος
cornare	καύσος
cornato	οπλισμένος
corneo	κεράτινος
corner	κόρνερ
cornetta	κορνέτα
cornetto	κρουασάν
cornice	κορωνίδα
cornificare	κερατώνω
corno	κέρας
cornucopia	κέρας της Αμάλθειας
cornuto	κερασφόρος
coro	χορωδία
corollario	παράρτημα
corona	στέμμα
coronamento	ικανοποίηση
coronare	κορυφή
coronaria	στεφανιαία
corpo	οργάνωση
corpo celeste	ουράνιο σώμα
corporale	σωματικός
corporation	ανώνυμη εταιρία
corporatura	χτίζω
corporazione	ανώνυμη εταιρία
corporeo	καίριος
corposo	έντονος
corpulento	μονοκόμματος
corpuscolo	μόριο
corredo	εξάρτυση
correggere	δαντέλα
correlazione	συσχέτιση
corrente	γενικός
corrente	εντάση
corrente alternata	εναλλασσόμενο ρεύμα
corrente continua	συνεχές ρεύμα
correntemente	άπταιστα
correo	συνεργός
correre	τρέχω
corresponsione	πληρωμή
correttamente	δεόντως
correttezza	εντιμότητα
corretto	σωστός
correzione	διόρθωση
corrida	ταυρομαχία
corridoio	δίοδος
corriere	αγγελιοφόρος
corrispettivo	ισοδύναμος
corrispettivo	πληρωμή
corrispondente	αντίστοιχος
corrispondente	ανάλογος
corrispondere	αντιστοιχώ
corrompere	διαφθείρω
corrosione	αποσάθρωση
corrosivo	διαβρωτικός
corrotto	κακομαθημένος
corrucciare	θυμωμένος
corrucciato	ανήσυχος
corruccio	ενοχλώ
corrugare	ζάρα
corruzione	διαφθορά
corsa	τρέξιμο
corsia	τομέας
corso	κορσικανικά
corte	αυλή
corteare	αυλή
corteggiare	κορτάρω
corteggiatore	μνηστήρας
corteo	στρέφω
cortese	ευγενικός
cortesia	περιποίηση
cortile	αυλή
cortina	κουρτίνα
cortina di ferro	σιδηρούν παραπέτασμα
corto	κοντός
cortocircuito	βραχυκυκλώνω
cortometraggio	ταινία μικρού μήκους
corvetta	κορβέττα
corvo	κοράκι
cosa	πράγμα
cosacco	Κοζάκος
cosare	ντο
cosca	συγκρότημα
coscia	μηρός
cosciente	συνειδητός
coscienza	συνείδηση
coscienzioso	ευσυνείδητος
cosiddetto	αποκαλούμενος
cosmesi	καλλυντικά
cosmetica	καλλυντικά
cosmico	κοσμικός
cosmo	κόσμος
cosmogonia	κοσμογονία
cosmogonico	κοσμογονικός
cosmologia	κοσμολογία
coso	πώς το λένε
cospergere	βρέχω
cospicuo	αξιοσημείωτος
cospirare	συνωμοτώ
cospirazione	δολοπλοκία
costa	ακτή
costante	σταθερός
costante	σταθερά
costantemente	διαρκής
costanza	απόφαση
costeggiare	ακτή
costellazione	αστερισμός
costernazione	ανησυχία
costicchiare	έχει
costiero	παράκτιος
costipazione	κάνει κρύο
costituzionale	συνταγματικός
costituzionalità	συνταγματικότητα
costituzione	σύνταγμα
costo	αντίτιμο
costola	πλευρό
costoso	ακριβά
costretto	βεβιασμένος
costringere	αναγκάζω
costrizione	περιορισμός
costruire	χτίζω
costruttivo	αρχιτεκτονικός
costrutto	συναισθάνομαι
costrutto	έκβαση
costruttore	οικοδομική
costruzione	δόμηση
costumare	αναμιγνύω
costume	συνήθεια
così	έτσι
cotangente	συνεφαπτομένη
cotiledone	κοτυληδόνα
cotissa	διά της πλαγίας οδού
cotonare	βαμβάκι
cotone	βαμβάκι
cotta	λιώνω
cotta di maglia	αλυσιδωτή πανοπλία
cottura	μαγειρική
coulrofobia	κλοουνοφοβία
country	αγροτικός
cova	κατηφής
cover	διασκευή
covo	κρυσφήγετο
cowboy	αγελαδάρης
coyote	κογιότ
cozza	μύδι
cozzare	χτυπώ
cozzo	αποτσίγαρο
craccare	ευθυμία
crack	ευθυμία
crampo	κράμπα
crampone	κράμπα
cranico	διάνοια
cranio	κρανίο
craniotomia	κρανιοτομή
cravatta	γραβάτα
cravattaro	δένω
crawl	κρόουλ
creare	δημιουργώ
creatina	κρεατίνη
creatività	δημιουργικότητα
creativo	δημιουργικός
creato	πλάση
creatore	θεμελιωτής
creatura	δημιούργημα
creazione	δημιουργία
creazionismo	δημιουργισμός
credere	πιστεύω
credibile	ευλογοφανές
credibilità	καταπίστευμα
credito	δάνειο
creditore	δανειστής
credo	δόγμα
credulone	κοροϊδεύω
crema	κρέμα
cremare	αποτεφρώ
cremazione	αποτέφρωση
cremisi	βαθυκόκκινος
creolo	μιγάδα
crepa	ράγισμα
crepare	ευθυμία
crepitare	θροΐζω
crepito	ευθυμία
crepuscolare	μισοσκόταδο
crepuscolo	βράδιασμα
crescente	δρεπανοειδής
crescere	μεγαλώνω
crescita	ανάπτυξη
cresima	χρίσμα
creso	Κροίσος
crespa	ζάρα
crespare	ζάρα
crespella	τηγανίτα
crespo	κατσαρός
cresta	χτένα
creta	άργιλος
cretinismo	κρετινισμός
cribro	κοσκινίζω
cric	ευθυμία
cricca	ζώνη
criceto	χάμστερ
criminale	εγκληματίας
criminalità	έγκλημα
criminalizzare	ποινικοποιώ
crimine	έγκλημα
crimine contro l'umanità	έγκλημα κατά της ανθρωπότητας
criminologia	εγκληματολογία
criniera	χαίτη
cripta	κρύπτη
criptico	κρύπτoς
crisalide	χρυσαλλίδα
crisantemo	χρυσάνθεμο
crisi	κρίση
cristadelfiano	χρισταδελφικός
cristadelfiano	χρισταδελφικός
cristallino	κρύσταλλο
cristallino	κρυσταλλικός
cristallizzazione	κρυστάλλωση
cristallo	παράθυρο
cristallografia	κρυσταλλογραφία
cristianesimo	χριστιανισμός
cristianizzare	εκχριστιανίζω
cristiano	χριστιανικός
criterio	κριτήριο
critica	ανάλυση
criticabile	αμφισβητήσιμος
criticare	ασκώ κριτική
criticismo	επίκριση
critico	επικριτικός
crittografia	κρυπτογραφία
crivello	κρισάρα
croccante	τραγανιστός
crocchio	μαζεύομαι
croce	σταυρός
croce di Sant'Antonio	δροσιά
croce gammata	αγκυλωτός σταυρός
crocevia	σταυροδρόμι
crociata	σταυροφορία
crociato	σταυροφόρος
crociera	κρουαζιέρα
crocifiggere	σταυρώνω
